업종명,업소명,소재지(도로명),소재지(지번),업태명,
휴게음식점,커피디지(coffeedz),서울특별시 마포구 양화로 45  몰동 지1층 B178 B179호 (서교동  메세나폴리스),서울특별시 마포구 서교동 490 메세나폴리스 ,커피숍,
휴게음식점,커피랩,서울특별시 마포구 홍익로 15  5호 (서교동 1층),서울특별시 마포구 서교동 358-104 1층 5호,커피숍,
휴게음식점,커피랩세아점,서울특별시 마포구 양화로 45 (서교동  메세나폴리스 5층 501호 일부),서울특별시 마포구 서교동 490 ,커피숍,
휴게음식점,커피로플,서울특별시 마포구 월드컵북로48길 39  1층 (상암동),서울특별시 마포구 상암동 14-1 ,커피숍,
휴게음식점,커피마마,서울특별시 마포구 포은로 95 (망원동  1층 일부),서울특별시 마포구 망원동 404-25 ,커피숍,
휴게음식점,커피마마퀸 공덕역점,서울특별시 마포구 도화길 43  나눔빌딩 1층 109호 (도화동),서울특별시 마포구 도화동 571 나눔빌딩 ,커피숍,
휴게음식점,커피볶는 라지엘,서울특별시 마포구 홍익로2길 43  2층 (서교동),서울특별시 마포구 서교동 346-21 ,커피숍,
휴게음식점,커피볶는집 시다모,서울특별시 마포구 토정로 222  한국출판콘텐츠센터 1층 103호 (신수동),서울특별시 마포구 신수동 448-6 한국출판콘텐츠센터 ,커피숍,
휴게음식점,커피빈 상암SBS프리즘타워점,서울특별시 마포구 상암산로 82  SBS 프리즘 타워 1층 (상암동),서울특별시 마포구 상암동 1607-1 SBS 프리즘 타워 ,커피숍,
휴게음식점,커피빈코리아 홍대역점,서울특별시 마포구 홍익로6길 26  2~4층 (동교동),서울특별시 마포구 동교동 163-12 ,커피숍,
휴게음식점,커피사피엔스 망원역점,서울특별시 마포구 월드컵로 61  1층 101호 (망원동),서울특별시 마포구 망원동 386-3 ,커피숍,
휴게음식점,커피에 반하다,서울특별시 마포구 만리재로 15  제일빌딩 지상1층 120호 (공덕동),서울특별시 마포구 공덕동 256-13 제일빌딩 ,커피숍,
휴게음식점,커피에반하다 구수사거리점,서울특별시 마포구 토정로 187  1층 (창전동),서울특별시 마포구 창전동 150-33 ,커피숍,
휴게음식점,커피온리 마포역점,서울특별시 마포구 삼개로 5 (도화동  1층일부),서울특별시 마포구 도화동 201-20 ,커피숍,
휴게음식점,커피온리 상암점,서울특별시 마포구 월드컵북로 396 (상암동  누리꿈스퀘어 1층 R118호),서울특별시 마포구 상암동 1605 누리꿈스퀘어 1층 118호,커피숍,
휴게음식점,커피온리 합정역점,서울특별시 마포구 양화로 67 (서교동  1층),서울특별시 마포구 서교동 392-4 ,커피숍,
휴게음식점,커피와사람들,서울특별시 마포구 홍익로6길 74 (동교동 1  2층),서울특별시 마포구 동교동 168-3 1  2층 ,커피숍,
휴게음식점,커피정,서울특별시 마포구 월드컵북로5길 65  1층 103호 (서교동),서울특별시 마포구 서교동 459-2 ,커피숍,
휴게음식점,커피쥬,서울특별시 마포구 백범로 199  103A호 (신공덕동 대우메트로디오빌 1층),서울특별시 마포구 신공덕동 167 대우메트로디오빌 1층 103A호,커피숍,
휴게음식점,커피코트 공덕롯데캐슬,서울특별시 마포구 숭문4길 21  1층 101호 (염리동  드림캐슬),서울특별시 마포구 염리동 108 드림캐슬 ,커피숍,
휴게음식점,커피코트 상암 누리꿈점,서울특별시 마포구 월드컵북로 396 (상암동  누리꿈스퀘어 제1층 제알114호),서울특별시 마포구 상암동 1605 ,커피숍,
휴게음식점,커피코트 상암이안점,서울특별시 마포구 월드컵북로 361  DMC이안오피스텔 2단지 1층 111호 (상암동),서울특별시 마포구 상암동 1653 DMC이안오피스텔 ,커피숍,
휴게음식점,커피팜(COFFEE FARM),서울특별시 마포구 마포대로 115-12  상가동 1층 101호 (공덕동  공덕삼성아파트),서울특별시 마포구 공덕동 371 공덕삼성아파트 상가동 101호,커피숍,
휴게음식점,커피폴리,서울특별시 마포구 양화로11길 14  1층 (서교동),서울특별시 마포구 서교동 378-19 1층 ,커피숍,
휴게음식점,컴포넌트 커피,서울특별시 마포구 동교로 253  3층 일부호 (연남동),서울특별시 마포구 연남동 229-64 ,커피숍,
휴게음식점,컴포즈커피 디지털미디어시티역점,서울특별시 마포구 성암로 지하 184  공항철도 디지털미디어시티역 지하1층 (상암동),서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역 ,커피숍,
휴게음식점,컴포즈커피 마포신수점,서울특별시 마포구 백범로 67  한경빌딩 1층 (신수동),서울특별시 마포구 신수동 32-2 한경빌딩 ,커피숍,
휴게음식점,컴포즈커피 마포염리초점,서울특별시 마포구 토정로37길 41  하나프라자 1층 101호 (염리동),서울특별시 마포구 염리동 173-29 하나프라자 ,커피숍,
휴게음식점,컴포즈커피 마포프레스티지자이점,서울특별시 마포구 대흥로24길 24  마포프레스티지자이 A동 B3층 107호 (염리동),서울특별시 마포구 염리동 14-149 ,커피숍,
휴게음식점,컴포즈커피 서강대점,서울특별시 마포구 백범로 13  102호 (노고산동  신촌르메이에르타운(Ⅱ)),서울특별시 마포구 노고산동 31-90 신촌르메이에르타운(Ⅱ) 102호,커피숍,
휴게음식점,컴포즈커피 합정점,서울특별시 마포구 양화로6길 14 (합정동  1층일부),서울특별시 마포구 합정동 414-16 1층일부 ,커피숍,
휴게음식점,컴포즈커피 홍대삼거리점,서울특별시 마포구 와우산로 73  1층 103호 (서교동),서울특별시 마포구 서교동 363-1 ,커피숍,
휴게음식점,컴포즈커피(상암점),서울특별시 마포구 월드컵북로 402  1층 139호 (상암동),서울특별시 마포구 상암동 1601 1층 139호,커피숍,
휴게음식점,컴포즈커피(홍대 동교동점),서울특별시 마포구 월드컵북로 12  1 2 3층 (동교동),서울특별시 마포구 동교동 206-14 ,커피숍,
휴게음식점,컴포즈커피(홍대연남점),서울특별시 마포구 동교로27길 47  제이드빌(Jade) 1층 (연남동),서울특별시 마포구 연남동 568-21 제이드빌(Jade) ,커피숍,
휴게음식점,컵앤컵,서울특별시 마포구 월드컵북로 396 (상암동 누리꿈스퀘어 지하1층 1106호),서울특별시 마포구 상암동 1605 누리꿈스퀘어 지하1층 1106호 ,커피숍,
휴게음식점,케익다방 연남점,서울특별시 마포구 동교로51안길 13  지1층 (연남동),서울특별시 마포구 연남동 223-104 ,커피숍,
휴게음식점,코지포지(cozy pozy),서울특별시 마포구 성미산로 52  1층 (성산동),서울특별시 마포구 성산동 242-5 ,커피숍,
휴게음식점,코칭,서울특별시 마포구 어울마당로 118  6층 (서교동),서울특별시 마포구 서교동 345-2 ,커피숍,
휴게음식점,코코 카페,서울특별시 마포구 홍익로3길 20  서교프라자 B2-14호 (서교동),서울특별시 마포구 서교동 357-1 서교오피스텔 ,커피숍,
휴게음식점,코코부코(COCOBUKO),서울특별시 마포구 희우정로 72 (망원동  1층일부),서울특별시 마포구 망원동 396-29 1층일부 ,커피숍,
휴게음식점,코테슬로(Cottesloe),서울특별시 마포구 월드컵북로42다길 32  2층 (상암동),서울특별시 마포구 상암동 2-141 ,커피숍,
휴게음식점,코티지가든,서울특별시 마포구 숭문16길 23  1층 2호 (염리동),서울특별시 마포구 염리동 9-88 ,커피숍,
휴게음식점,콜바이(Call by),서울특별시 마포구 독막로2길 18  1층 일부호 (합정동),서울특별시 마포구 합정동 372-4 ,커피숍,
휴게음식점,쿠켓마켓 신촌점,서울특별시 마포구 서강로 75-16  지1층 B01  B02호 일부호 (창전동  이랜드 PEER 신촌),서울특별시 마포구 창전동 450 이랜드 PEER 신촌 ,커피숍,
휴게음식점,쿠키바이브(Cookievibe),서울특별시 마포구 월드컵로25길 26  101동 1층 1-029호 (망원동  마포영화블렌하임),서울특별시 마포구 망원동 517 마포영화블렌하임 ,커피숍,
휴게음식점,크라클랭(Craquelin),서울특별시 마포구 서강로 122  1층 (노고산동),서울특별시 마포구 노고산동 109-4 ,커피숍,
휴게음식점,크레말레,서울특별시 마포구 독막로22길 9 (창전동  1층 일부),서울특별시 마포구 창전동 333 ,커피숍,
휴게음식점,크레이지 패치(CRAZY PATCH),서울특별시 마포구 월드컵북로 396 (상암동  누리꿈스퀘어 지1층1043호),서울특별시 마포구 상암동 1605 누리꿈스퀘어 지1층1043호 ,커피숍,
휴게음식점,크로문 광흥창역점,서울특별시 마포구 서강로 46 (창전동),서울특별시 마포구 창전동 238 ,커피숍,
휴게음식점,크리미무드,서울특별시 마포구 신촌로2안길 40  위저드 빌 I B01호 (동교동),서울특별시 마포구 동교동 177-6 위저드 빌 I ,커피숍,
휴게음식점,크리스가든 홍대,서울특별시 마포구 독막로7길 53  GENT HOUSE 3층 (서교동),서울특별시 마포구 서교동 395-21 GENT HOUSE ,커피숍,
휴게음식점,큰곰자리,서울특별시 마포구 성미산로11길 9  1층 (성산동),서울특별시 마포구 성산동 209-2 1층 ,커피숍,
휴게음식점,키노겐(Kino gehen),서울특별시 마포구 마포대로4다길 17  1층 (마포동),서울특별시 마포구 마포동 349-15 ,커피숍,
휴게음식점,키지아 샌드위치카페,서울특별시 마포구 성미산로7길 3  1층 (성산동),서울특별시 마포구 성산동 244-5 ,커피숍,
휴게음식점,키커랜드,서울특별시 마포구 양화로6길 57-6 (서교동  1층),서울특별시 마포구 서교동 399-7 ,커피숍,
휴게음식점,키키,서울특별시 마포구 만리재로10안길 24  지하층 102호 (공덕동),서울특별시 마포구 공덕동 12-59 ,커피숍,
휴게음식점,타래커피 연남점,서울특별시 마포구 동교로27길 50  1층 101호 (연남동),서울특별시 마포구 연남동 567-1 ,커피숍,
휴게음식점,타르타르,서울특별시 마포구 와우산로29길 21  1층 (서교동),서울특별시 마포구 서교동 336-1 1층 ,커피숍,
휴게음식점,타셋커피로스터스,서울특별시 마포구 월드컵북로 396  누리꿈스퀘어 지1층 b1108호 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 ,커피숍,
휴게음식점,탐앤탐망원점,서울특별시 마포구 월드컵로 79  2층 (망원동  유용빌딩),서울특별시 마포구 망원동 377-3 유용빌딩 2층 ,커피숍,
휴게음식점,탐앤탐스마포도화점,서울특별시 마포구 삼개로 15 (도화동  1층),서울특별시 마포구 도화동 202-1 ,커피숍,
휴게음식점,텀브커피,서울특별시 마포구 동교로 195 (동교동),서울특별시 마포구 동교동 200-28 ,커피숍,
휴게음식점,텀브커피,서울특별시 마포구 양화로6길 84 (합정동  1층 일부),서울특별시 마포구 합정동 410-11 1층 일부 ,커피숍,
휴게음식점,테이블램프,서울특별시 마포구 와우산로13길 6  홍대가자II 3층 301호 (서교동),서울특별시 마포구 서교동 411-3 홍대가자II ,커피숍,
휴게음식점,테이블스푼 상암DMC점,서울특별시 마포구 월드컵북로 396  누리꿈스퀘어 지1층 B1023호 동측호 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 ,커피숍,
휴게음식점,테이블에이커피,서울특별시 마포구 와우산로 149  103호 (서교동),서울특별시 마포구 서교동 327-15 ,커피숍,
휴게음식점,테일러커피,서울특별시 마포구 와우산로33길 46 (서교동  지하1층),서울특별시 마포구 서교동 329-15 ,커피숍,
휴게음식점,테일러커피,서울특별시 마포구 와우산로27길 7 (서교동  2층 일부),서울특별시 마포구 서교동 338-1 2층 일부 ,커피숍,
휴게음식점,테일러커피,서울특별시 마포구 성미산로 189 (연남동),서울특별시 마포구 연남동 224-41 1층 ,커피숍,
휴게음식점,테일숍(TALE SHOP),서울특별시 마포구 와우산로 116  창전빌딩 지1층 B02호 (창전동),서울특별시 마포구 창전동 6-177 창전빌딩 ,커피숍,
휴게음식점,테크아웃,서울특별시 마포구 월드컵북로2길 19 (동교동 1층),서울특별시 마포구 동교동 161-10 1층 ,커피숍,
휴게음식점,텐더리커피엔디저트(Tenderly coffee&dessert),서울특별시 마포구 성미산로29길 35  2층 202호 (연남동),서울특별시 마포구 연남동 245-41 ,커피숍,
휴게음식점,텐퍼센트커피 공덕점,서울특별시 마포구 백범로31길 7  1동 B110호 (공덕동  공덕SK리더스뷰),서울특별시 마포구 공덕동 385-65 공덕SK리더스뷰 ,커피숍,
휴게음식점,텐퍼센트커피 사보이시티점,서울특별시 마포구 월드컵북로54길 17  사보이시티디엠씨 1층 103호 (상암동),서울특별시 마포구 상암동 1597 사보이시티디엠씨 ,커피숍,
휴게음식점,텐퍼센트커피상암DMC점,서울특별시 마포구 월드컵북로 396  누리꿈스퀘어 제1층 116호 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 ,커피숍,
휴게음식점,토끼와거북이,서울특별시 마포구 서강대길 12  2층 (신수동  일부),서울특별시 마포구 신수동 27-2 ,커피숍,
휴게음식점,토이토이토이&토마스커피랩,서울특별시 마포구 신촌로4길 5  정원빌딩 2층 (동교동),서울특별시 마포구 동교동 179-40 정원빌딩 ,커피숍,
휴게음식점,토프레소 신마포 상수점,서울특별시 마포구 토정로 136  1층 (상수동  일부),서울특별시 마포구 상수동 271 ,커피숍,
휴게음식점,토프레소공덕르네상스점,서울특별시 마포구 만리재로 14 (공덕동  르네상스타워 지하1층 4호),서울특별시 마포구 공덕동 456 ,커피숍,
휴게음식점,통주스,서울특별시 마포구 월드컵로13길 70 (망원동  1층),서울특별시 마포구 망원동 403-21 1층 ,커피숍,
휴게음식점,투고커피(Togo coffee),서울특별시 마포구 독막로 21  1층 중앙 (합정동),서울특별시 마포구 합정동 413-8 ,커피숍,
휴게음식점,투썸플레이스,서울특별시 마포구 백범로 35 (신수동 경영교육원(바오로경영관)),서울특별시 마포구 신수동 1-1 경영교육원(바오로경영관) ,커피숍,
휴게음식점,투썸플레이스,서울특별시 마포구 월드컵로 62  1층 (서교동),서울특별시 마포구 서교동 476-21 1층 ,커피숍,
휴게음식점,투썸플레이스,서울특별시 마포구 월드컵북로2길 57  1층 (동교동),서울특별시 마포구 동교동 158-1 1층 ,커피숍,
휴게음식점,투썸플레이스 대흥역점,서울특별시 마포구 백범로 116  동무마포타워 1층 (염리동),서울특별시 마포구 염리동 180-11 동무마포타워 ,커피숍,
휴게음식점,투썸플레이스 마포구청점,서울특별시 마포구 월드컵로36길 14 (성산동  104 105 106 107호),서울특별시 마포구 성산동 590-1 104 105 106 107호 ,커피숍,
휴게음식점,투썸플레이스 마포노고산점,서울특별시 마포구 신촌로 128  1층 일부호 (노고산동),서울특별시 마포구 노고산동 40-1 ,커피숍,
휴게음식점,투썸플레이스 마포대로점,서울특별시 마포구 마포대로 67  1층 (도화동),서울특별시 마포구 도화동 573 ,커피숍,
휴게음식점,투썸플레이스 마포망원점,서울특별시 마포구 월드컵로 155  가은빌딩 1층 1호 (망원동),서울특별시 마포구 망원동 474-3 가은빌딩 ,커피숍,
휴게음식점,투썸플레이스 마포역점,서울특별시 마포구 마포대로 44  지상2층 1-1호 (도화동),서울특별시 마포구 도화동 37 진도빌딩 ,커피숍,
휴게음식점,투썸플레이스 상암E&M점,서울특별시 마포구 상암산로 66 (상암동  CJ E&M센터 1층),서울특별시 마포구 상암동 1606 ,커피숍,
휴게음식점,투티거스 호랑이다과점(Two Teagers),서울특별시 마포구 월드컵로3길 31-30  2층 (합정동),서울특별시 마포구 합정동 388-15 ,커피숍,
휴게음식점,트레이프조이드(TRAPEZOID),서울특별시 마포구 동교로 137  1층 (서교동),서울특별시 마포구 서교동 461-16 ,커피숍,
휴게음식점,트루로맨스,서울특별시 마포구 와우산로29다길 14 (서교동  1층일부),서울특별시 마포구 서교동 334-8 ,커피숍,
휴게음식점,티라운지테이크엔고(TEA LOUNGE TAKE N GO),서울특별시 마포구 매봉산로 45 (상암동  KBS미디어센터 1층일부),서울특별시 마포구 상암동 1652 KBS미디어센터 1층일부 ,커피숍,
휴게음식점,티앤티 웰컴 센터,서울특별시 마포구 토정로31길 67  창희빌딩 1층 (대흥동),서울특별시 마포구 대흥동 500-10 창희빌딩 ,커피숍,
휴게음식점,티에이트(T8),서울특별시 마포구 잔다리로 58  1층 (서교동),서울특별시 마포구 서교동 374-11 ,커피숍,
휴게음식점,티하철,서울특별시 마포구 동교로46길 42-5  신박사빌딩 2층 202호 (연남동),서울특별시 마포구 연남동 383-82 신박사빌딩 ,커피숍,
휴게음식점,파리 구르멍,서울특별시 마포구 연남로3길 10  1층 101호 (연남동  미스바),서울특별시 마포구 연남동 515-12 미스바 ,커피숍,
휴게음식점,파머스빈,서울특별시 마포구 월드컵북로56길 19  드림타워 1층 101-2(B)호 (상암동),서울특별시 마포구 상암동 1595-1 드림타워 ,커피숍,
휴게음식점,파보리튼,서울특별시 마포구 신촌로12다길 10  1층 (노고산동),서울특별시 마포구 노고산동 56-41 ,커피숍,
휴게음식점,파스쿠찌 메세나폴리스점,서울특별시 마포구 양화로 45 (서교동  2층 236호),서울특별시 마포구 서교동 490 ,커피숍,
휴게음식점,파스텔 본점,서울특별시 마포구 독막로2길 38 (합정동  1층 일부),서울특별시 마포구 합정동 371-18 ,커피숍,
휴게음식점,파운더리(Poundary),서울특별시 마포구 대흥로21길 6  1층 (대흥동),서울특별시 마포구 대흥동 18-13 ,커피숍,
휴게음식점,파운더커피,서울특별시 마포구 큰우물로 76  고려빌딩 1층 2-1호 (도화동),서울특별시 마포구 도화동 544 고려빌딩 ,커피숍,
휴게음식점,파티셔리 마루,서울특별시 마포구 양화로15안길 3 (서교동  1층일부),서울특별시 마포구 서교동 375-4 ,커피숍,
휴게음식점,팜스365,서울특별시 마포구 월드컵로 240  홈플러스 월드컵점 2층 x9.5 yuw호 (성산동),서울특별시 마포구 성산동 515 월드컵주경기장 ,커피숍,
휴게음식점,팜플레무스,서울특별시 마포구 연희로1길 11  1층 (동교동),서울특별시 마포구 동교동 113-95 ,커피숍,
휴게음식점,팝바,서울특별시 마포구 와우산로23길 38 (서교동  1층 좌측),서울특별시 마포구 서교동 346-52 1층 좌측 ,커피숍,
휴게음식점,퍼스트커피랩 카페창업센터점,서울특별시 마포구 와우산로 179  1층 우측 (동교동),서울특별시 마포구 동교동 183-2 ,커피숍,
휴게음식점,펀,서울특별시 마포구 와우산로21길 36-8  레디안트 4층 (서교동),서울특별시 마포구 서교동 358-50 레디안트 ,커피숍,
휴게음식점,페그 로스터스(FFEEGG ROASTERS),서울특별시 마포구 동교로 135  1층 (서교동),서울특별시 마포구 서교동 461-11 ,커피숍,
휴게음식점,페블스,서울특별시 마포구 연남로3길 23  L&K 지1층 2호 (연남동),서울특별시 마포구 연남동 566-19 L&K ,커피숍,
휴게음식점,페이보릿연남,서울특별시 마포구 동교로38길 27-14  2층 (연남동),서울특별시 마포구 연남동 383-44 ,커피숍,
휴게음식점,페이브커피 망원시장점,서울특별시 마포구 망원로8길 10  1층 3호 (망원동),서울특별시 마포구 망원동 414-46 ,커피숍,
휴게음식점,펠리츠커피,서울특별시 마포구 독막로 311  재화스퀘어 지하1층 B106호 (염리동),서울특별시 마포구 염리동 168-9 재화스퀘어 ,커피숍,
휴게음식점,펫고리,서울특별시 마포구 성미산로29길 30-3 (연남동  지층전부),서울특별시 마포구 연남동 241-45 지층전부 ,커피숍,
휴게음식점,포담 티하우스,서울특별시 마포구 어울마당로 52-1  2층 (서교동),서울특별시 마포구 서교동 408-12 ,커피숍,
휴게음식점,포레스트,서울특별시 마포구 양화로12길 26  1층 103호 (서교동),서울특별시 마포구 서교동 395-7 ,커피숍,
휴게음식점,포토그룹W카페,서울특별시 마포구 동교로25길 16  1층 (동교동),서울특별시 마포구 동교동 200-18 1층 ,커피숍,
휴게음식점,포톡,서울특별시 마포구 양화로 176  동교동 스타피카소 8층 일부호 (동교동),서울특별시 마포구 동교동 166-14 동교동 스타피카소 ,커피숍,
휴게음식점,포트캔커피 롯데시티호텔점,서울특별시 마포구 마포대로 109  1층 (공덕동  롯데캐슬프레지던트),서울특별시 마포구 공덕동 467 롯데시티호텔 마포 ,커피숍,
휴게음식점,포트캔커피 만리재점,서울특별시 마포구 마포대로24길 51  정원헵시바 지하2층 (아현동),서울특별시 마포구 아현동 395-1 정원헵시바 ,커피숍,
휴게음식점,폴바셋AK플라자홍대점,서울특별시 마포구 양화로 188  애경타워 1층 (동교동),서울특별시 마포구 동교동 190-1 애경타워 ,커피숍,
휴게음식점,폴인팬케이크 홍대점,서울특별시 마포구 와우산로29가길 86  2층 (서교동  파티오),서울특별시 마포구 서교동 342-11 파티오 2층 ,커피숍,
휴게음식점,폴프랭크 카페 신촌점,서울특별시 마포구 신촌로 82  103호 (노고산동),서울특별시 마포구 노고산동 49-46 ,커피숍,
휴게음식점,푸당,서울특별시 마포구 망원로4길 3  2층 (망원동),서울특별시 마포구 망원동 416-14 ,커피숍,
휴게음식점,푸디스트(주) 삼성에스디에스상암점,서울특별시 마포구 월드컵북로60길 24  삼성SDS 상암IT센터 1층 일부호 (상암동),서울특별시 마포구 상암동 1586 삼성SDS 상암IT센터 ,커피숍,
휴게음식점,푸푸커피 홍대점,서울특별시 마포구 와우산로30길 3  1층 104호 (창전동),서울특별시 마포구 창전동 5-74 ,커피숍,
휴게음식점,퓸즈,서울특별시 마포구 백범로17길 1  2층 (대흥동),서울특별시 마포구 대흥동 197-1 ,커피숍,
휴게음식점,프레드앤샐리,서울특별시 마포구 월드컵북로5나길 18 (서교동  대우미래사랑 130호일부),서울특별시 마포구 서교동 487 ,커피숍,
휴게음식점,프레이밍(Framing),서울특별시 마포구 독막로19길 12  1층 (상수동),서울특별시 마포구 상수동 94-12 ,커피숍,
휴게음식점,프롬커피바 동교점,서울특별시 마포구 연희로1길 9  1층 101호 (동교동),서울특별시 마포구 동교동 147-30 ,커피숍,
휴게음식점,프롬커피바 위드 신정영케이터링,서울특별시 마포구 월드컵북로 361 (상암동  DMC이안상암2단지 1층 115호),서울특별시 마포구 상암동 1653 ,커피숍,
휴게음식점,프리커스,서울특별시 마포구 성미산로 88-15  1층 (성산동),서울특별시 마포구 성산동 629-1 ,커피숍,
휴게음식점,플러피,서울특별시 마포구 와우산로13길 49-13  1층 좌측 (상수동),서울특별시 마포구 상수동 314-7 ,커피숍,
휴게음식점,플렘므,서울특별시 마포구 성미산로29길 3  1층 (연남동),서울특별시 마포구 연남동 250-4 ,커피숍,
휴게음식점,플로우(flow),서울특별시 마포구 연남로3길 40  1층 103호 (연남동),서울특별시 마포구 연남동 562-37 ,커피숍,
휴게음식점,플리즈커피(성산점),서울특별시 마포구 월드컵북로 230  현대상가1층3호일부 (중동),서울특별시 마포구 중동 64-25 현대상가1층3호일부 ,커피숍,
휴게음식점,피스피스 연남,서울특별시 마포구 동교로51길 91  2층 (연남동),서울특별시 마포구 연남동 241-60 ,커피숍,
휴게음식점,피에스타7커피 망리단길점,서울특별시 마포구 포은로 69  1층 (망원동),서울특별시 마포구 망원동 395-19 ,커피숍,
휴게음식점,피에이씨그라운드(PAC GROUND),서울특별시 마포구 백범로16길 12  1층 (대흥동),서울특별시 마포구 대흥동 257-5 1층 ,커피숍,
휴게음식점,피포커피,서울특별시 마포구 연남로1길 39  1층 (연남동),서울특별시 마포구 연남동 568-19 ,커피숍,
휴게음식점,피프 에스프레소 바,서울특별시 마포구 성미산로29길 5  1층 (연남동),서울특별시 마포구 연남동 250-3 ,커피숍,
휴게음식점,피피커피,서울특별시 마포구 동교로 23 (망원동  1층일부),서울특별시 마포구 망원동 394-75 1층일부 ,커피숍,
휴게음식점,피피커피두번째이야기,서울특별시 마포구 월드컵로 40 (서교동 1층 104호),서울특별시 마포구 서교동 444-9 1층 104호 ,커피숍,
휴게음식점,필로앤소피아(philo&sophia),서울특별시 마포구 동교로45길 15  1층 B101호 (연남동  JASON COUNTY),서울특별시 마포구 연남동 229-72 JASON COUNTY ,커피숍,
휴게음식점,필로커피,서울특별시 마포구 마포대로12길 36  소담빌딩 1층 (공덕동),서울특별시 마포구 공덕동 242-71 소담빌딩 ,커피숍,
휴게음식점,핑크풀카페,서울특별시 마포구 와우산로29다길 23 (서교동  스타일난다빌딩4층),서울특별시 마포구 서교동 335-21 ,커피숍,
휴게음식점,하나길,서울특별시 마포구 포은로 129 (망원동  1층일부),서울특별시 마포구 망원동 426-15 1층일부 ,커피숍,
휴게음식점,하늘에커피,서울특별시 마포구 독막로32길 6  1층 (신수동),서울특별시 마포구 신수동 54 ,커피숍,
휴게음식점,하므케이크,서울특별시 마포구 동교로27길 21-8  경윤빌딩 3층 (동교동),서울특별시 마포구 동교동 204-55 경윤빌딩 ,커피숍,
휴게음식점,하유,서울특별시 마포구 동교로51길 13  1층 (연남동),서울특별시 마포구 연남동 225-1 ,커피숍,
휴게음식점,하이럽,서울특별시 마포구 독막로7길 42  가물빌딩 2층 (서교동),서울특별시 마포구 서교동 404-19 가물빌딩 ,커피숍,
휴게음식점,하이오커피 마포구청점,서울특별시 마포구 모래내로1길 4  마포상암시티프라디움리버 1층 103 104호 (성산동),서울특별시 마포구 성산동 593-7 마포상암시티프라디움리버 ,커피숍,
휴게음식점,하임스(HAIMS),서울특별시 마포구 월드컵로1길 14  1층 (합정동  마포한강푸르지오P101호일부),서울특별시 마포구 합정동 472 마포한강푸르지오1층P101호일부 ,커피숍,
휴게음식점,하프베이글,서울특별시 마포구 성미산로17길 115  1층 101호 (연남동),서울특별시 마포구 연남동 487-21 ,커피숍,
휴게음식점,할리스 동교점,서울특별시 마포구 신촌로 48 (동교동 1층),서울특별시 마포구 동교동 183-1 1층 ,커피숍,
휴게음식점,할리스 동교점II,서울특별시 마포구 신촌로 48 (동교동 2층),서울특별시 마포구 동교동 183-1 2층 ,커피숍,
휴게음식점,할리스 합정역점,서울특별시 마포구 양화로 36 (합정동  1층 일부  2층 일부  3층 일부),서울특별시 마포구 합정동 374-1 ,커피숍,
휴게음식점,할리스 홍대입구역점,서울특별시 마포구 양화로 151  지1~1층 (동교동),서울특별시 마포구 동교동 160-1 지1~1 ,커피숍,
휴게음식점,할리스커피 누리꿈몰점,서울특별시 마포구 월드컵북로 396 (상암동 누리꿈스퀘어 지1층  B1030),서울특별시 마포구 상암동 1605 누리꿈스퀘어 지1층  B1030 ,커피숍,
휴게음식점,할리스커피광흥창역점,서울특별시 마포구 창전로 90 (신수동  좋은빌딩 2층),서울특별시 마포구 신수동 99-1 ,커피숍,
휴게음식점,해피어(HAPPIER),서울특별시 마포구 성미산로29안길 6-3  지층 (연남동),서울특별시 마포구 연남동 240-33 ,커피숍,
휴게음식점,행복마루,서울특별시 마포구 매봉산로 75  12층 (상암동  디디엠씨 1201호일부),서울특별시 마포구 상암동 1610 디디엠씨  12층 1201호일부 ,커피숍,
휴게음식점,행복식탁,서울특별시 마포구 와우산로29길 56-10  B01호 (서교동),서울특별시 마포구 서교동 330-54 ,커피숍,
휴게음식점,행복커피,서울특별시 마포구 월드컵북로54길 25  상암DMC푸르지오시티  S-City 2층 217호 (상암동),서울특별시 마포구 상암동 1596 상암DMC푸르지오시티  S-City ,커피숍,
휴게음식점,행복한베이커리&카페 상암점,서울특별시 마포구 월드컵북로 494 (상암동  푸르메재단넥슨어린이재활병원1층),서울특별시 마포구 상암동 1738 푸르메재단넥슨어린이재활병원1층 ,커피숍,
휴게음식점,허니빙스&호두사랑,서울특별시 마포구 방울내로7길 18  101호  102호 (망원동  미래하임),서울특별시 마포구 망원동 435-44 미래하임 ,커피숍,
휴게음식점,허스 상암,서울특별시 마포구 월드컵북로42가길 12 (상암동  1층일부),서울특별시 마포구 상암동 2-209 외3필지 1층일부 ,커피숍,
휴게음식점,헤르츠 하우스(Hertz haus),서울특별시 마포구 큰우물로 75  105호 (도화동  성지빌딩),서울특별시 마포구 도화동 538 ,커피숍,
휴게음식점,헤브번(have bun),서울특별시 마포구 토정로 269  우강빌딩 1층 101호 (용강동),서울특별시 마포구 용강동 472-3 우강빌딩 ,커피숍,
휴게음식점,헤비커피드링커 마포구청점,서울특별시 마포구 월드컵로36길 18  삼라마이다스 1층 107호 (성산동),서울특별시 마포구 성산동 590-2 삼라마이다스 ,커피숍,
