업종명,업소명,소재지(도로명),소재지(지번),업태명,
휴게음식점,스노잉합정점,서울특별시 마포구 성지길 22 (합정동  1층 일부),서울특별시 마포구 합정동 375-28 ,커피숍,
휴게음식점,스러움,서울특별시 마포구 새창로 10 (도화동  1층일부),서울특별시 마포구 도화동 181-1 1층일부 ,커피숍,
휴게음식점,스몰럭(smallucke),서울특별시 마포구 성미산로29길 14  리인연남 2층 201호 (연남동),서울특별시 마포구 연남동 240-53 리인연남 ,커피숍,
휴게음식점,스무디킹교보문고합정점,서울특별시 마포구 월드컵로1길 14  지2층 B223.222-2일부호 (합정동),서울특별시 마포구 합정동 472 ,커피숍,
휴게음식점,스웨이드,서울특별시 마포구 동교로 185-6  2층 201호 (동교동),서울특별시 마포구 동교동 201-4 ,커피숍,
휴게음식점,스위트번스,서울특별시 마포구 독막로 320  1층 102호  103호 (도화동),서울특별시 마포구 도화동 560 ,커피숍,
휴게음식점,스윗헤르츠,서울특별시 마포구 동교로34길 3  2층 (연남동),서울특별시 마포구 연남동 260-31 ,커피숍,
휴게음식점,스캐터북스(SCATTER BOOKS),서울특별시 마포구 월드컵로11길 44  1층 102호 (망원동),서울특별시 마포구 망원동 380-50 ,커피숍,
휴게음식점,스퀴즈빌리지,서울특별시 마포구 홍익로 10 (서교동),서울특별시 마포구 서교동 486 서교푸르지오  1층 101동 137호,커피숍,
휴게음식점,스타벅스 디지털미디어시티역점,서울특별시 마포구 성암로 179  한샘상암 1층 일부호 (상암동),서울특별시 마포구 상암동 1623 한샘상암 ,커피숍,
휴게음식점,스타벅스 망원한강공원점,서울특별시 마포구 마포나루길 435  2층 (망원동),서울특별시 마포구 망원동 205-5 ,커피숍,
휴게음식점,스타벅스 서강광흥창역점,서울특별시 마포구 서강로 69  1 2층 (창전동),서울특별시 마포구 창전동 130 1 2층 ,커피숍,
휴게음식점,스타벅스 아현역대로점,서울특별시 마포구 신촌로 262  아르띠타워 가동 1층 102 103호 (아현동),서울특별시 마포구 아현동 330-5 ,커피숍,
휴게음식점,스타벅스 합정폴리스R,서울특별시 마포구 양화로 45  B189 B190 B191 B192 B193호 (서교동  메세나폴리스),서울특별시 마포구 서교동 490 메세나폴리스 ,커피숍,
휴게음식점,스타벅스 합정푸르지오점,서울특별시 마포구 월드컵로3길 14  2층 227 228 229호 (합정동  마포 한강 2차 푸르지오),서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오 ,커피숍,
휴게음식점,스타벅스 홍대공항철도역점,서울특별시 마포구 양화로 178  지하1~지상2층 (동교동),서울특별시 마포구 동교동 166-1 지하1~지상2층 ,커피숍,
휴게음식점,스타벅스 홍대역8번출구점,서울특별시 마포구 양화로 166  미래프라자 1층 (동교동),서울특별시 마포구 동교동 165-1 미래프라자 ,커피숍,
휴게음식점,스타벅스공덕,서울특별시 마포구 마포대로 130  동방빌딩  제에이호1층일부 (공덕동),서울특별시 마포구 공덕동 254-8 동방빌딩 ,커피숍,
휴게음식점,스타벅스마포경찰서후문,서울특별시 마포구 마포대로 173-14  마포 센텀 슬로우스퀘어 1층 112~116호 (아현동),서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어 ,커피숍,
휴게음식점,스타벅스마포아크로점,서울특별시 마포구 마포대로 68 (도화동 마포아크로타워 105 106 117 118 119호),서울특별시 마포구 도화동 563 마포아크로타워 105 106 117 118 119호 ,커피숍,
휴게음식점,스타벅스마포용강동점,서울특별시 마포구 토정로 295  근린생활시설 1~2층 (용강동),서울특별시 마포구 용강동 112-2 근린생활시설1~2 ,커피숍,
휴게음식점,스타벅스마포이마트,서울특별시 마포구 백범로 212 (신공덕동  이마트 2층 일부),서울특별시 마포구 신공덕동 69-2 ,커피숍,
휴게음식점,스타벅스마포일진빌딩점,서울특별시 마포구 마포대로 45 (도화동 일진빌딩 지상1층),서울특별시 마포구 도화동 50-1 일진빌딩 지상1층 ,커피숍,
휴게음식점,스타벅스상암DMC점,서울특별시 마포구 월드컵북로 375 (상암동  DMC이안상암1단지102호 202호),서울특별시 마포구 상암동 1654 ,커피숍,
휴게음식점,스타벅스상암디지털큐브점,서울특별시 마포구 상암산로 34 (상암동  상암디지털큐브빌딩 1층일부),서울특별시 마포구 상암동 1647 상암디지털큐브빌딩 1층일부 ,커피숍,
휴게음식점,스타벅스애오개역점,서울특별시 마포구 마포대로 201  105호 (아현동 마포트라팰리스2차 104 ),서울특별시 마포구 아현동 738 마포트라팰리스2차 104  105호,커피숍,
휴게음식점,스타벅스커피 상암MBC점,서울특별시 마포구 성암로 267 (상암동),서울특별시 마포구 상암동 1603 MBC신사옥 1층 ,커피숍,
휴게음식점,스타벅스커피 서강대흥역,서울특별시 마포구 백범로 89  1~3층 (대흥동),서울특별시 마포구 대흥동 111-1 ,커피숍,
휴게음식점,스타벅스커피 서교동사거리,서울특별시 마포구 양화로 105  1층 (서교동),서울특별시 마포구 서교동 374-20 1층 ,커피숍,
휴게음식점,스타벅스커피 신촌오거리,서울특별시 마포구 신촌로16길 10  지상1  2층 (노고산동),서울특별시 마포구 노고산동 54-1 ,커피숍,
휴게음식점,스타벅스커피공덕오거리점,서울특별시 마포구 마포대로 86 (도화동 창강빌딩 1층),서울특별시 마포구 도화동 22 창강빌딩 1층 ,커피숍,
휴게음식점,스타벅스커피동교점,서울특별시 마포구 월드컵북로 22 (동교동  1층 일부),서울특별시 마포구 동교동 205-6 ,커피숍,
휴게음식점,스타벅스커피상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동  사보이시티디엠씨 111 112 113 208 209호),서울특별시 마포구 상암동 1597 사보이시티디엠씨 111 112 113 208 209호 ,커피숍,
휴게음식점,스타벅스커피서강대점,서울특별시 마포구 백범로 23 (신수동  구프라자 1층일부),서울특별시 마포구 신수동 63-14 구프라자 1층일부 ,커피숍,
휴게음식점,스타벅스커피합정,서울특별시 마포구 월드컵로1길 14 (합정동  마포한강푸르지오 1층110 111 112-2호),서울특별시 마포구 합정동 472 마포한강푸르지오 1층 110 111 112-2호 ,커피숍,
휴게음식점,스타벅스커피홍대역,서울특별시 마포구 양화로 165 (동교동  1층 일부),서울특별시 마포구 동교동 159-1 ,커피숍,
휴게음식점,스타벅스합정메세나몰,서울특별시 마포구 양화로 45 (서교동  메세나폴리스 B1층 161~165호),서울특별시 마포구 서교동 490 ,커피숍,
휴게음식점,스타벅스홍대삼거리점,서울특별시 마포구 와우산로 64 (상수동 1층~2층 일부),서울특별시 마포구 상수동 86-22 1층~2층 일부 ,커피숍,
휴게음식점,스탠스커피(STANCE COFFEE),서울특별시 마포구 와우산로11길 9 (상수동  1층일부),서울특별시 마포구 상수동 93-111 1층일부 ,커피숍,
휴게음식점,스튜디오123(studio123),서울특별시 마포구 마포대로16길 7-14  2층 (아현동),서울특별시 마포구 아현동 424-23 ,커피숍,
휴게음식점,스트뉴(Soutenu),서울특별시 마포구 성미산로23안길 19  1층 (연남동),서울특별시 마포구 연남동 244-8 ,커피숍,
휴게음식점,스트라다로스터스(STRADAROASTERS),서울특별시 마포구 월드컵로3길 14 (합정동  마포한강2차푸르지오 230호),서울특별시 마포구 합정동 473 마포한강2차푸르지오 230호 ,커피숍,
휴게음식점,스페이스 M,서울특별시 마포구 양화로15길 17  4층 (서교동),서울특별시 마포구 서교동 375-46 ,커피숍,
휴게음식점,스프레드 베이크샵,서울특별시 마포구 성미산로26길 9  1층 101호 (연남동),서울특별시 마포구 연남동 252-3 ,커피숍,
휴게음식점,슬롭커피(SLOb COFFEE),서울특별시 마포구 홍익로6길 67  1층 (동교동),서울특별시 마포구 동교동 166-10 1층 ,커피숍,
휴게음식점,슬릿(SLIT),서울특별시 마포구 와우산로21길 21-12  1층 (서교동),서울특별시 마포구 서교동 364-29 ,커피숍,
휴게음식점,시나모롤 스위트카페,서울특별시 마포구 양화로 188  애경타워 2층 (동교동),서울특별시 마포구 동교동 190-1 애경타워 ,커피숍,
휴게음식점,시내당,서울특별시 마포구 신촌로 150  103호 (노고산동  신촌포스빌),서울특별시 마포구 노고산동 1-3 신촌포스빌 ,커피숍,
휴게음식점,시두,서울특별시 마포구 월드컵북로44길 30-11  1층 (상암동),서울특별시 마포구 상암동 18-1 ,커피숍,
휴게음식점,시러피하우스,서울특별시 마포구 독막로19길 8-17  상수빌라 지상1층 (상수동),서울특별시 마포구 상수동 72-43 상수빌라 ,커피숍,
휴게음식점,시루케이크,서울특별시 마포구 어울마당로1길 18  합정주택 1층 (합정동),서울특별시 마포구 합정동 355-8 합정주택 ,커피숍,
휴게음식점,식물카페 화초집,서울특별시 마포구 월드컵로5길 68  1층 101호 (합정동  대운쉐르빌),서울특별시 마포구 합정동 436-30 대운쉐르빌 ,커피숍,
휴게음식점,썬마이야르(Sun maillard),서울특별시 마포구 대흥로 82  1층 (대흥동),서울특별시 마포구 대흥동 303 ,커피숍,
휴게음식점,썸머홀릭,서울특별시 마포구 독막로31길 18  지층일부 (신수동),서울특별시 마포구 신수동 85-24 ,커피숍,
휴게음식점,쓰리팝,서울특별시 마포구 양화로 지하 140 (동교동),서울특별시 마포구 동교동 162-4 지하1층 ,커피숍,
휴게음식점,씨스터브레드,서울특별시 마포구 동교로52길 20-4  지층 102호 (연남동),서울특별시 마포구 연남동 224-51 ,커피숍,
휴게음식점,씨아에프에,서울특별시 마포구 희우정로20길 3  1층 (망원동),서울특별시 마포구 망원동 418-37 ,커피숍,
휴게음식점,씨아이오버(Ci_OVER),서울특별시 마포구 마포대로8길 27 (공덕동  1층),서울특별시 마포구 공덕동 242-8 ,커피숍,
휴게음식점,씨에이씨(CAC),서울특별시 마포구 동교로25길 23  정암빌딩 1층 (동교동),서울특별시 마포구 동교동 203-50 정암빌딩 ,커피숍,
휴게음식점,씨유 마포아이파크 에스케이(SK)뷰점,서울특별시 마포구 신촌로30길 3  1층 (아현동),서울특별시 마포구 아현동 346-32 ,커피숍,
휴게음식점,씨제이씨지브이(주)홍대투썸,서울특별시 마포구 양화로 153  4층 (동교동  일부),서울특별시 마포구 동교동 159-8 ,커피숍,
휴게음식점,아더(Arthur),서울특별시 마포구 희우정로 108 (망원동  1층),서울특별시 마포구 망원동 406-19 ,커피숍,
휴게음식점,아뜰리에 디셈버,서울특별시 마포구 성미산로 170  1층 102호 (연남동),서울특별시 마포구 연남동 239-39 ,커피숍,
휴게음식점,아띠레,서울특별시 마포구 와우산로30길 18 (창전동  지하2층 일부),서울특별시 마포구 창전동 5-129 ,커피숍,
휴게음식점,아르브수카주,서울특별시 마포구 희우정로20길 22-13 (망원동  101호일부),서울특별시 마포구 망원동 408-15 ,커피숍,
휴게음식점,아리스타공덕점,서울특별시 마포구 마포대로 173 (공덕동  마포현대하이엘 1층 104호),서울특별시 마포구 공덕동 463 ,커피숍,
휴게음식점,아마스빈 대흥역점,서울특별시 마포구 백범로 127  1층 103호 (염리동),서울특별시 마포구 염리동 154-8 ,커피숍,
휴게음식점,아마스빈 상수역점,서울특별시 마포구 와우산로 51  지상1층 (상수동),서울특별시 마포구 상수동 93-86 ,커피숍,
휴게음식점,아마스빈마포역점,서울특별시 마포구 삼개로 16 (도화동  근신빌딩 1층일부),서울특별시 마포구 도화동 250-4 근신빌딩 1층일부 ,커피숍,
휴게음식점,아사프(Asaff),서울특별시 마포구 동교로39길 10  1층 좌측호 (연남동),서울특별시 마포구 연남동 255-24 ,커피숍,
휴게음식점,아스트로노머스커피,서울특별시 마포구 양화로19길 22-30 (동교동  지하1층 일부),서울특별시 마포구 동교동 154-29 ,커피숍,
휴게음식점,아이엔유카페사랑신촌점,서울특별시 마포구 백범로 18 (노고산동  미화빌딩 5층일부),서울특별시 마포구 노고산동 107-104 미화빌딩 5층일부 ,커피숍,
휴게음식점,아이엠푸르트 연남동과일가게,서울특별시 마포구 동교로41길 14 (연남동  1층일부),서울특별시 마포구 연남동 229-45 1층일부 ,커피숍,
휴게음식점,아인 소프,서울특별시 마포구 성미산로 31  효원 1층 (성산동),서울특별시 마포구 성산동 245-17 효원 ,커피숍,
휴게음식점,아일랑트,서울특별시 마포구 와우산로21길 19-19  2층 (서교동),서울특별시 마포구 서교동 362-11 ,커피숍,
휴게음식점,아트클로버(Art-Clover),서울특별시 마포구 성미산로 150  1층 (연남동),서울특별시 마포구 연남동 239-49 ,커피숍,
휴게음식점,안녕 도화동.,서울특별시 마포구 도화4길 73  제상가동 제1층 제105-2호 (도화동  현대홈타운),서울특별시 마포구 도화동 353 제상가동 제1층 제105-2호 ,커피숍,
휴게음식점,알버트파크(Albert Park),서울특별시 마포구 연남로3길 72  1층 우측 (연남동),서울특별시 마포구 연남동 563-10 ,커피숍,
휴게음식점,애프터눈커피,서울특별시 마포구 신촌로4길 22-14 (동교동  1 2층),서울특별시 마포구 동교동 176-9 ,커피숍,
휴게음식점,앤드커피점,서울특별시 마포구 마포대로 63-8  삼창프라자빌딩 지하1층 1호 (도화동),서울특별시 마포구 도화동 173 삼창프라자빌딩 ,커피숍,
휴게음식점,앤티크커피(Antique-coffee),서울특별시 마포구 연희로 25-1  2층 (동교동),서울특별시 마포구 동교동 113-3 ,커피숍,
휴게음식점,얀앤욘,서울특별시 마포구 대흥로21길 11  1층 우측 (대흥동),서울특별시 마포구 대흥동 20-10 ,커피숍,
휴게음식점,양촌,서울특별시 마포구 동교로3길 99  1층 102호 (망원동),서울특별시 마포구 망원동 461-1 ,커피숍,
휴게음식점,어딕트,서울특별시 마포구 잔다리로7안길 23  1층 101호 (서교동),서울특별시 마포구 서교동 378-12 ,커피숍,
휴게음식점,어반인,서울특별시 마포구 월드컵북로 15  1층 (서교동  일부),서울특별시 마포구 서교동 445-3 ,커피숍,
휴게음식점,어피스오브(A Piece Of),서울특별시 마포구 와우산로 134  지1층 (서교동),서울특별시 마포구 서교동 338-31 ,커피숍,
휴게음식점,언덕커피,서울특별시 마포구 새창로 52  상가13동 104호 (도화동  도화현대아파트),서울특별시 마포구 도화동 357 도화현대아파트 ,커피숍,
휴게음식점,언스터피(unstuffy),서울특별시 마포구 월드컵로7길 70  라 에스키나 1층 (합정동),서울특별시 마포구 합정동 432-26 라 에스키나 ,커피숍,
휴게음식점,얼스어스,서울특별시 마포구 성미산로 150 (연남동  지1층일부),서울특별시 마포구 연남동 239-49 ,커피숍,
휴게음식점,업타운카페LG마포점,서울특별시 마포구 마포대로 155 (공덕동  1층일부),서울특별시 마포구 공덕동 275 ,커피숍,
휴게음식점,에그드랍(EGG DROP)상수역점,서울특별시 마포구 독막로 77  지하1층 (상수동),서울특별시 마포구 상수동 310-14 ,커피숍,
휴게음식점,에드에드(addadd),서울특별시 마포구 와우산로11길 9-4  지하1층 우측 B03호 (상수동),서울특별시 마포구 상수동 93-104 ,커피숍,
휴게음식점,에비뉴(AVENUE),서울특별시 마포구 성지길 25-24 (합정동  1층),서울특별시 마포구 합정동 371-8 ,커피숍,
휴게음식점,에스엠글로벌상사,서울특별시 마포구 월드컵북로16길 27 (성산동  1층일부),서울특별시 마포구 성산동 20-12 ,커피숍,
휴게음식점,에스프레소바 슈가,서울특별시 마포구 토정로 37  1층 102호 (합정동  휘연),서울특별시 마포구 합정동 368-2 휘연 ,커피숍,
휴게음식점,에쎄카페,서울특별시 마포구 백범로 192 (공덕동  1층일부),서울특별시 마포구 공덕동 471 ,커피숍,
휴게음식점,에이(A)카페,서울특별시 마포구 잔다리로7안길 26  1층 (서교동),서울특별시 마포구 서교동 379-11 1층 ,커피숍,
휴게음식점,에이난(A-Nan),서울특별시 마포구 잔다리로 30 (서교동  해냄빌딩 1층일부),서울특별시 마포구 서교동 368-4 해냄빌딩 1층일부 ,커피숍,
휴게음식점,에이유에프(AUF),서울특별시 마포구 포은로2가길 42  J&C빌딩 1층 (합정동),서울특별시 마포구 합정동 394-5 J&C빌딩 ,커피숍,
휴게음식점,에이치 카페(H CAFE),서울특별시 마포구 마포대로 119  효성[HYOSUNG]공덕 빌딩 지하2층 (공덕동),서울특별시 마포구 공덕동 450 효성[HYOSUNG]공덕 빌딩 ,커피숍,
휴게음식점,에이치엠커피,서울특별시 마포구 성미산로 97  2층 (연남동),서울특별시 마포구 연남동 487-378 ,커피숍,
휴게음식점,에이치파이브-117(H5-117),서울특별시 마포구 만리재로16안길 14  지층 (공덕동),서울특별시 마포구 공덕동 7-106 ,커피숍,
휴게음식점,에프비커피로스터스(FBCOFFEE ROASTERS),서울특별시 마포구 잔다리로 129  1층 (서교동),서울특별시 마포구 서교동 247-58 ,커피숍,
휴게음식점,에피소드,서울특별시 마포구 백범로1길 3  용빌딩 별관 2층 (노고산동),서울특별시 마포구 노고산동 31-191 용빌딩 별관 ,커피숍,
휴게음식점,에픽에스프레소,서울특별시 마포구 대흥로24길 24  마포프레스티지자이 E동 1층 107호 (염리동),서울특별시 마포구 염리동 14-149 ,커피숍,
휴게음식점,엘라와루이,서울특별시 마포구 와우산로27길 62 (서교동 1층),서울특별시 마포구 서교동 347-14 1층 ,커피숍,
휴게음식점,엘지(LG)스탠바이미클럽,서울특별시 마포구 홍익로6길 34  1층 (동교동),서울특별시 마포구 동교동 164-31 ,커피숍,
휴게음식점,엠북카페,서울특별시 마포구 잔다리로 62-1  미래의창빌딩 1층 (서교동),서울특별시 마포구 서교동 376-15 미래의창빌딩 ,커피숍,
휴게음식점,엣모스피어(atmosphere),서울특별시 마포구 망원로 54-1  1층 (망원동),서울특별시 마포구 망원동 416-2 1층 ,커피숍,
휴게음식점,여기 다시,서울특별시 마포구 광성로6길 56  지하1층 B01호 (신수동  노블하우스),서울특별시 마포구 신수동 85-30 노블하우스 ,커피숍,
휴게음식점,여유로우니,서울특별시 마포구 방울내로 54  1층 101호 (망원동  시나아트빌),서울특별시 마포구 망원동 432-3 시나아트빌 ,커피숍,
휴게음식점,연남동그라미,서울특별시 마포구 성미산로32길 10  1층 (연남동  그린하우스),서울특별시 마포구 연남동 239-5 그린하우스 ,커피숍,
휴게음식점,연남방앗간,서울특별시 마포구 동교로29길 34  1층일부 (연남동),서울특별시 마포구 연남동 257-22 ,커피숍,
휴게음식점,예능,서울특별시 마포구 잔다리로 30-11  1층 (서교동),서울특별시 마포구 서교동 368-7 ,커피숍,
휴게음식점,예일타운커피랩(망원점),서울특별시 마포구 망원로 67  1층 (망원동),서울특별시 마포구 망원동 422-29 ,커피숍,
휴게음식점,옐로우벌스데이(YellowBirthday),서울특별시 마포구 독막로4길 11  지1층 (합정동),서울특별시 마포구 합정동 361-39 ,커피숍,
휴게음식점,오(5)빠,서울특별시 마포구 동교로 55-14  303호 (망원동),서울특별시 마포구 망원동 384-48 303호,커피숍,
휴게음식점,오늘  카페(OHNL CAFE),서울특별시 마포구 독막로 248-1  1층 (대흥동),서울특별시 마포구 대흥동 328-31 1층 ,커피숍,
휴게음식점,오늘; 커피,서울특별시 마포구 월드컵로 205  도시개발공사성산아파트 상가동 1층 107호 (성산동),서울특별시 마포구 성산동 595 도시개발공사성산아파트 ,커피숍,
휴게음식점,오늘은,서울특별시 마포구 어울마당로 100-8  3층 (서교동),서울특별시 마포구 서교동 358-62 ,커피숍,
휴게음식점,오디디(odd),서울특별시 마포구 월드컵로10길 17  1층 (서교동),서울특별시 마포구 서교동 476-7 ,커피숍,
휴게음식점,오랑제뜨22,서울특별시 마포구 동교로29길 32  지상1층 (연남동),서울특별시 마포구 연남동 257-23 ,커피숍,
휴게음식점,오페라빈,서울특별시 마포구 마포대로 33  지층 107호 (도화동  마포 한화 오벨리스크),서울특별시 마포구 도화동 555 마포 한화 오벨리스크 ,커피숍,
휴게음식점,오페라빈 합정점,서울특별시 마포구 독막로2길 22  1층 (합정동),서울특별시 마포구 합정동 372-7 ,커피숍,
휴게음식점,오피스오브,서울특별시 마포구 성미산로 107  1층 (연남동),서울특별시 마포구 연남동 488-7 ,커피숍,
휴게음식점,옥스PC방(OX PC방),서울특별시 마포구 월드컵북로 328  1층일부 (상암동),서울특별시 마포구 상암동 31-6 세움테크사옥 ,커피숍,
휴게음식점,올 프로틴(all protein),서울특별시 마포구 동교로38길 33-10  2층 (연남동),서울특별시 마포구 연남동 390-39 ,커피숍,
휴게음식점,올라카페(HOLA CAFE),서울특별시 마포구 월드컵로13길 23 (망원동  2층일부),서울특별시 마포구 망원동 380-22 2층일부 ,커피숍,
휴게음식점,올루(Olu),서울특별시 마포구 성미산로29안길 11  지1층 102호 (연남동),서울특별시 마포구 연남동 241-23 ,커피숍,
휴게음식점,올리브(ALLLIVE),서울특별시 마포구 독막로28길 46  2층 (신수동),서울특별시 마포구 신수동 256-1 2층 ,커피숍,
휴게음식점,옵튼,서울특별시 마포구 동교로46길 40  1층 (연남동),서울특별시 마포구 연남동 227-8 ,커피숍,
휴게음식점,와우 디비디,서울특별시 마포구 홍익로3길 44 (서교동 6층),서울특별시 마포구 서교동 369-4 6층 ,커피숍,
휴게음식점,와플대학(홍대점),서울특별시 마포구 양화로 176  와이즈파크 1층 N22호 (동교동),서울특별시 마포구 동교동 166-14 동교동 스타피카소 ,커피숍,
휴게음식점,와하하(WHH),서울특별시 마포구 희우정로16길 39  1층 (망원동),서울특별시 마포구 망원동 404-8 ,커피숍,
휴게음식점,완포 티 숍(WanPo Tea Shop),서울특별시 마포구 양화로23길 22-10  1 2층 (동교동),서울특별시 마포구 동교동 147-26 ,커피숍,
휴게음식점,요거로밀,서울특별시 마포구 성미산로17길 112  1층 102호 (연남동),서울특별시 마포구 연남동 487-6 ,커피숍,
휴게음식점,요거프레소 홍대교육센터점,서울특별시 마포구 양화로 122  LAB7 1층 (서교동),서울특별시 마포구 서교동 354-8 LAB7 ,커피숍,
휴게음식점,요거프레소마포도화점,서울특별시 마포구 도화길 42-1 (도화동),서울특별시 마포구 도화동 182-7 미도빌딩 1층 일부 ,커피숍,
휴게음식점,요거프레소마포아현점,서울특별시 마포구 마포대로 195 (아현동  마포래미안푸르지오단지내상가 4동 120호),서울특별시 마포구 아현동 774 마포래미안푸르지오단지내상가 4동 120호 ,커피숍,
휴게음식점,요거하우스,서울특별시 마포구 성미산로29길 34  지층 102호 (연남동),서울특별시 마포구 연남동 241-48 ,커피숍,
휴게음식점,우주라이크커피 광흥창역점,서울특별시 마포구 토정로 193  롯데슈퍼 G마포점 내 1층 (구수동),서울특별시 마포구 구수동 60 ,커피숍,
휴게음식점,우주라이크합정역점,서울특별시 마포구 양화로 32 (합정동  1층일부),서울특별시 마포구 합정동 381-25 ,커피숍,
휴게음식점,원 오어 모어(one or more),서울특별시 마포구 와우산로 63  3층 (서교동),서울특별시 마포구 서교동 407-3 ,커피숍,
휴게음식점,원더하우스,서울특별시 마포구 와우산로15길 34  1층 (서교동),서울특별시 마포구 서교동 409-14 ,커피숍,
휴게음식점,원모어프로포즈,서울특별시 마포구 성미산로31길 13  1층 (연남동),서울특별시 마포구 연남동 223-44 ,커피숍,
휴게음식점,원퍼밀 상암 디디엠씨점,서울특별시 마포구 매봉산로 75  디디엠씨(DDMC) 지1층 B106호 푸드코트17호 (상암동),서울특별시 마포구 상암동 1610 디디엠씨(DDMC) ,커피숍,
휴게음식점,월성맨션,서울특별시 마포구 월드컵북로 402  케이지아이티센터 1층 124호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,위드뮤 카페,서울특별시 마포구 양화로 188  애경타워 2층 일부호 (동교동),서울특별시 마포구 동교동 190-1 애경타워 ,커피숍,
휴게음식점,위드커피,서울특별시 마포구 양화로18안길 12 (동교동  1 2층),서울특별시 마포구 동교동 169-17 1 2층 ,커피숍,
휴게음식점,위지안,서울특별시 마포구 고산길 6 (노고산동 2층),서울특별시 마포구 노고산동 31-162 2층 ,커피숍,
휴게음식점,위트러스트커피 게이샤랩,서울특별시 마포구 도화4길 3 (도화동  1층 일부),서울특별시 마포구 도화동 182-5 ,커피숍,
휴게음식점,윈디시카고상암,서울특별시 마포구 월드컵로42길 40  1층 104 105호 (상암동  상암근린상가 ),서울특별시 마포구 상암동 1680 상암근린상가  1층 104 105호,커피숍,
휴게음식점,유니,서울특별시 마포구 와우산로22길 72  2층 202호 (상수동),서울특별시 마포구 상수동 88-17 ,커피숍,
휴게음식점,유동커피 연남점,서울특별시 마포구 동교로29길 42  1층 (연남동),서울특별시 마포구 연남동 257-19 ,커피숍,
휴게음식점,유어퍼블릭오아시스(Your Public Oasis),서울특별시 마포구 양화로6길 57-19 (서교동  1층일부),서울특별시 마포구 서교동 396-15 1층일부 ,커피숍,
휴게음식점,유캔커피(You can coffee),서울특별시 마포구 마포대로 49  성우빌딩 지1층 5호 (도화동),서울특별시 마포구 도화동 51-1 성우빌딩 ,커피숍,
휴게음식점,유희,서울특별시 마포구 마포대로 196  고려아카데미텔 1층 1호 (아현동),서울특별시 마포구 아현동 437-3 고려아카데미텔 ,커피숍,
휴게음식점,음과양,서울특별시 마포구 포은로2가길 6  지1층 B101호 (합정동),서울특별시 마포구 합정동 437-5 ,커피숍,
휴게음식점,이나 더 베어(inah the bear),서울특별시 마포구 독막로2길 31  청암빌딩 1층 (합정동),서울특별시 마포구 합정동 366-12 청암빌딩 ,커피숍,
휴게음식점,이든케이크,서울특별시 마포구 도화4길 19  지원빌딩 지상1층 (도화동),서울특별시 마포구 도화동 195-3 지원빌딩 ,커피숍,
휴게음식점,이디아,서울특별시 마포구 월드컵북로 375 (상암동 DMC 이안상암1단지 1층 107호),서울특별시 마포구 상암동 1654 DMC 이안상암1단지 1층 107호 ,커피숍,
휴게음식점,이디아망원역점,서울특별시 마포구 월드컵로 82-1 (서교동 1층),서울특별시 마포구 서교동 441-11 1층 ,커피숍,
휴게음식점,이디야,서울특별시 마포구 도화길 10 (도화동 1층),서울특별시 마포구 도화동 250-1 1층 ,커피숍,
휴게음식점,이디야,서울특별시 마포구 성미산로 78 (성산동  1층일부),서울특별시 마포구 성산동 228-1 ,커피숍,
휴게음식점,이디야,서울특별시 마포구 홍익로3길 36  102호 (서교동  1층일부),서울특별시 마포구 서교동 369-44 ,커피숍,
휴게음식점,이디야,서울특별시 마포구 서강로 135 (노고산동 1층),서울특별시 마포구 노고산동 57-38 1층 ,커피숍,
휴게음식점,이디야 마포오벨리스크점,서울특별시 마포구 마포대로 33 (도화동 한화오벨리스크1층103호),서울특별시 마포구 도화동 555 한화오벨리스크1층103호 ,커피숍,
휴게음식점,이디야 하나로마트 신촌점,서울특별시 마포구 신촌로 66  농협중앙회 1층 (노고산동),서울특별시 마포구 노고산동 49-31 농협중앙회 ,커피숍,
휴게음식점,이디야(성산점),서울특별시 마포구 월드컵북로 137 (성산동  CS타워 1층일부),서울특별시 마포구 성산동 56-1 ,커피숍,
휴게음식점,이디야(홍대청기와점),서울특별시 마포구 월드컵북로 7 (서교동 1층),서울특별시 마포구 서교동 351-5 1층 ,커피숍,
휴게음식점,이디야공덕점,서울특별시 마포구 마포대로8길 15  1 2층 (공덕동),서울특별시 마포구 공덕동 249-24 ,커피숍,
휴게음식점,이디야광흥창역,서울특별시 마포구 창전로 45 (창전동  한화오벨리스크 102동 104호),서울특별시 마포구 창전동 442 ,커피숍,
휴게음식점,이디야마포데시앙점,서울특별시 마포구 독막로 320 (도화동 마포태영데시앙 1층 104호),서울특별시 마포구 도화동 560 마포태영데시앙 1층 104호 ,커피숍,
휴게음식점,이디야망원중앙점,서울특별시 마포구 월드컵로 147  1층 (망원동),서울특별시 마포구 망원동 477-3 1층 ,커피숍,
휴게음식점,이디야우리기술점,서울특별시 마포구 월드컵북로56길 9 (상암동  (주)우리기술빌딩 1층 102호),서울특별시 마포구 상암동 1593 ,커피숍,
휴게음식점,이디야커피,서울특별시 마포구 성암로13길 58 (상암동  1층),서울특별시 마포구 상암동 1522 ,커피숍,
