"년월(STD_YM)","년월일(STD_YMD)","블록코드(BLOCK_CD)","X좌표(X_COORD)","Y좌표(Y_COORD)","유입지코드(INFLOW_CD)","시간대0시~1시미만(AVG_00TMST)","시간대1시~2시미만(AVG_01TMST)","시간대2시~3시미만(AVG_02TMST)","시간대3시~4시미만(AVG_03TMST)","시간대4시~5시미만(AVG_04TMST)","시간대5시~6시미만(AVG_05TMST)","시간대6시~7시미만(AVG_06TMST)","시간대7시~8시미만(AVG_07TMST)","시간대8시~9시미만(AVG_08TMST)","시간대9시~10시미만(AVG_09TMST)","시간대10시~11시미만(AVG_10TMST)","시간대11시~12시미만(AVG_11TMST)","시간대12시~13시미만(AVG_12TMST)","시간대13시~14시미만(AVG_13TMST)","시간대14시~15시미만(AVG_14TMST)","시간대15시~16시미만(AVG_15TMST)","시간대16시~17시미만(AVG_16TMST)","시간대17시~18시미만(AVG_17TMST)","시간대18시~19시미만(AVG_18TMST)","시간대19시~20시미만(AVG_19TMST)","시간대20시~21시미만(AVG_20TMST)","시간대21시~22시미만(AVG_21TMST)","시간대22시~23시미만(AVG_22TMST)","시간대23시~0시미만(AVG_23TMST)"
"201510","20151005","1*0*0*2*3*0*7*0*0*0*",958584.375,1957489,"11320",0.01,0,0,0,0,0,0,0.03,0,0,0.01,0.02,0.03,0.02,0,0.02,0.01,0.02,0,0,0.01,0.04,0,0
"201605","20160509","1*0*0*6*2*0*4*0*0*0*",958732.3125,1955140,"42770",0,0,0,0,0,0,0,0,0.02,0.03,0.07,0.01,0,0.01,0,0.03,0,0.02,0.01,0.04,0,0.02,0.01,0
"201604","20160411","1*0*0*2*4*0*1*0*0*0*",956617.375,1954425,"29140",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0.62,0,0.01,0,0.01,0
"201602","20160229","1*0*0*1*1*0*7*0*0*0*",959672.625,1954983,"41135",0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.45,0,0.04,0.79,0,0.01,0.01,0,0.02,0,0.04
"201510","20151029","1*0*0*3*2*0*3*0*0*0*",960459,1955486,"46820",0,0,0.02,0,0,0,0,0.01,0,0,5.66,0.02,0,0.03,0.04,0.19,0.24,0.01,0,0,0.01,0.36,0.01,0
"201606","20160620","1*0*0*3*4*0*7*0*0*0*",958878.375,1956923,"41450",0,0,0,0,0,0.02,0,0.03,0,0.01,0,0.01,0.04,0,0.02,0.01,0.04,0,0.01,0.04,0,0.02,0.05,0
"201607","20160710","1*0*0*2*3*0*4*0*0*0*",957062.5,1954987,"41195",0,0,0,0,0.3,0,0,0,0.06,0.02,0,0.01,0.01,0,0.01,0,0,0.02,0,0.03,0,2.2,0.09,0.01
"201601","20160109","1*0*0*2*1*0*6*0*0*0*",957204.125,1958361,"29155",0,0.05,0,0,0,0,0,0.01,0.01,0.08,0,4.7,0.01,0,0,0,0.08,0.08,0.23,0,0,0,0,0
"201606","20160620","1*0*0*4*1*0*0*0*0*0*",960013.3125,1955352,"48250",0,0,0,0,0,0.02,0,0.02,0,0.04,0,0,0.03,0.09,0.02,0.13,0,0.03,0,0,0.03,0.01,0.01,0
"201510","20151008","1*0*0*4*1*0*6*0*0*0*",960848.375,1954677,"44180",0,3.14,0,0,0,0.05,0.03,0.01,0.01,0,0,0.01,0,0.01,0.01,0,0.04,0.01,0.07,0.07,0.01,0.02,0.01,0.01
"201508","20150806","1*0*0*8*3*0*2*0*0*0*",960454.8125,1955288,"11560",0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0.01,0.01,0.02,0.12,0,0.01,0.04,0,0,0.01,0.01
"201508","20150829","1*0*0*2*3*0*6*0*0*0*",955249.3125,1957025,"26710",0,0.01,0.01,0,0,0,0.03,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0
"201607","20160715","1*0*0*8*2*0*3*0*0*0*",956862.875,1957074,"41195",0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.42,0.13,0.01,0.03,0.39,0,0,0.01,0.02,0.41,0
"201603","20160303","1*0*0*2*3*0*5*0*0*0*",960067.625,1955198,"43750",0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.02,0.01,0,0.19,0,0,0.38,0,0
"201510","20151012","1*0*0*1*1*0*7*0*0*0*",961240.625,1956154,"26260",0,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0.02,0.09,0,0.02,0,0,0,0,0,0
"201601","20160115","1*0*0*7*2*0*7*0*0*0*",960262.1875,1955185,"26290",0,0,0,0,0,0.02,0,0.02,0.02,0.27,0,0,0.02,0.04,0.03,0,0,0.03,0.09,0.06,0.03,0.01,0.04,0.01
"201603","20160321","1*0*0*1*1*0*6*0*0*0*",956565.375,1957848,"29155",0,0,0,0,0,0,0.03,0,0,0.01,0,0.04,0,0.03,0.01,0.01,0,0.05,0,0,0,0,0,0.23
"201607","20160720","1*0*0*2*3*3*1*0*0*0*",956472.3125,1957848,"47730",0,0,0,0,0,0.07,0,0,0,0.01,0,0.06,0,0.02,0.01,0.01,0.01,0,0.02,0.01,0,0.02,0.25,0
"201601","20160122","1*0*0*7*2*0*8*0*0*0*",958587.375,1954892,"11140",0,0,0,0.05,0,0,0.04,0,0.18,0,0,0,0.03,0.01,0,0.01,0.01,0,0.01,0,0,0.09,0,0.01
"201606","20160606","1*0*0*3*3*0*4*0*0*0*",959916.6875,1957383,"47290",0.01,0,0,0,0,0,0,0.1,0.01,0,0,0.09,0.02,0,0.04,0,0.01,0.07,0.02,0.02,0,0,0.15,0.01
"201604","20160419","1*0*0*2*4*0*3*0*0*0*",955642.8125,1955034,"48220",0.05,0,0,0,0,0,0,0.01,0,0.04,0.03,0.07,0.04,0.1,0.04,0.06,0,0.02,0.01,0,0,0.01,0.02,0
"201601","20160103","1*0*0*3*2*0*1*0*0*0*",957353.125,1955463,"43710",0,0,0.01,0,0,0,0,0.01,0,0,0.03,0,0,0.02,0.02,0.01,0.02,0.01,0.01,0,0.02,0.01,0.02,0.01
"201603","20160304","1*0*0*2*3*0*7*0*0*0*",959970.3125,1957286,"11170",0,0.01,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0,0.02,0,0.06,0,0.02,0.01,0,0.01,0,0
"201607","20160716","1*0*0*8*1*0*6*0*0*0*",956327.375,1957381,"11170",0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.01,0,0,0,0.01,0,0,0.01,0.05,0.07,0
"201512","20151224","1*0*0*1*1*0*8*0*0*0*",956327.1875,1956308,"41670",0,0,0,0,0,0,0,0.04,0,0,0.03,0,0.01,0.02,0.05,0,0.01,0,0,0,0.01,0.5,0.23,0
"201511","20151101","1*0*0*2*3*0*3*0*0*0*",960996.1875,1957337,"47280",0,0.9,0,0,0,0,0,0,0,0,0.02,0,0.01,0.01,5.38,0,0,0,0,0,0.01,0.01,0.01,0.01
"201511","20151110","1*0*0*3*1*0*1*0*0*0*",960606.625,1954425,"43150",0,0,0,0,0,0,0,0,0.01,0,0.01,0.06,0.01,0.03,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,0
"201510","20151031","1*0*0*1*1*0*1*0*0*0*",958338.5,1955335,"41450",0,0,0,0,0,0,0,0.05,0,0,0,0.06,0.01,0.02,0,0.01,0,0.03,0,0,0.01,0.01,0.19,0.01
"201509","20150904","1*0*0*3*3*0*4*0*0*0*",960307.3125,1954941,"28170",0,0,0,0.01,0,0,0,0,0,0.02,0.04,0,0.01,0,0,0,0.01,0.03,0.01,0.02,0,0.24,0.01,0
"201606","20160623","1*0*0*1*1*0*6*0*0*0*",959024,1956109,"41800",0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.05,0.02,0,0.07,0,0.01,0.04,0.05,0.02
"201601","20160109","1*0*0*1*1*0*7*0*0*0*",958875.625,1954832,"46880",0,0.05,0,0,0,0,0,0,0,0.01,0,0.01,0,0.06,7.23,0.02,0,0.04,0.02,0.02,0.01,0,0,0
"201604","20160430","1*0*0*8*1*0*8*0*0*0*",959623.625,1957588,"29155",0,0,0,0,0,0.01,0,0,0,0,0.02,0,0.03,0.01,0.01,0.01,0.01,0.02,0.23,0.11,0,0,0.01,0.02
"201508","20150801","1*0*0*1*4*0*2*0*0*0*",957404.3125,1957949,"28710",0,0.02,0,0,0,0,0,0.01,0,0.01,0,0,0.05,0.01,0,0,3.49,0.03,0,0,0,0,0,0
"201510","20151001","1*0*0*7*2*0*5*0*0*0*",960948.375,1955947,"11500",0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.01,0.03,0.01,0,0.08,0,0,0,0,0
"201508","20150814","1*0*0*7*3*0*2*0*0*0*",960210,1954784,"26380",0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0.01,0,0.01,0,0.03,0,0.04,0.02,0,0.02,0.01
"201603","20160327","1*0*0*7*4*0*3*0*0*0*",960068.125,1955560,"44131",0.02,0,0,0,0.01,0,0,0,0,0.01,0.05,0.01,0,0.01,0,0.02,0.01,0.05,0,0.02,0.02,0.01,0.01,0
"201601","20160128","1*0*0*1*4*0*1*0*0*0*",954953.625,1954581,"26440",0,0.01,0,0,0,0,0,0.03,0.03,0,0,0.03,0,0,0.25,0,0,0,0.06,0.02,0,0,0.05,0
"201512","20151210","1*0*0*2*3*0*5*0*0*0*",958732.8125,1955145,"44825",0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0.06,0,0,0.01
