"년월(STD_YM)","년월일(STD_YMD)","블록코드(BLOCK_CD)","X좌표(X_COORD)","Y좌표(Y_COORD)","유입지코드(INFLOW_CD)","시간대0시~1시미만(AVG_00TMST)","시간대1시~2시미만(AVG_01TMST)","시간대2시~3시미만(AVG_02TMST)","시간대3시~4시미만(AVG_03TMST)","시간대4시~5시미만(AVG_04TMST)","시간대5시~6시미만(AVG_05TMST)","시간대6시~7시미만(AVG_06TMST)","시간대7시~8시미만(AVG_07TMST)","시간대8시~9시미만(AVG_08TMST)","시간대9시~10시미만(AVG_09TMST)","시간대10시~11시미만(AVG_10TMST)","시간대11시~12시미만(AVG_11TMST)","시간대12시~13시미만(AVG_12TMST)","시간대13시~14시미만(AVG_13TMST)","시간대14시~15시미만(AVG_14TMST)","시간대15시~16시미만(AVG_15TMST)","시간대16시~17시미만(AVG_16TMST)","시간대17시~18시미만(AVG_17TMST)","시간대18시~19시미만(AVG_18TMST)","시간대19시~20시미만(AVG_19TMST)","시간대20시~21시미만(AVG_20TMST)","시간대21시~22시미만(AVG_21TMST)","시간대22시~23시미만(AVG_22TMST)","시간대23시~0시미만(AVG_23TMST)"
"201606","20160627","1*0*0*3*1*0*5*0*0*0*",956032.3125,1955346,"11260",0.01,0,0,0,0,0,0,0,0,0,0.01,0.06,0.06,0.02,0.01,0,0,0.05,0,0.03,0,0,0.01,0
"201601","20160127","1*0*0*2*3*0*4*0*0*0*",960113.625,1955751,"48125",0,0,0.01,0,0,0,0.01,0.08,0,0.01,0.04,0.27,0,0,0.01,0.01,4.55,14.13,0.02,0.17,0,0.03,0.01,0
"201512","20151216","1*0*0*4*1*0*2*0*0*0*",956374,1957077,"28110",0.01,0,0,0,0,0.02,0,0,0.05,0,0.06,0,0,0.17,0,0,0.03,0.01,0,0.01,0,0,0,0.01
"201607","20160720","1*0*0*2*3*0*8*0*0*0*",954267.625,1957644,"42790",0.01,0,0,0,0.02,0,0,0.02,0.01,0,0,0.01,0,0,0.05,0,0,0.41,0,0.17,0.02,0.13,0.02,0
"201602","20160211","1*0*0*7*2*0*8*0*0*0*",957353.125,1955087,"41113",0,0,0,0,0,0,0,0.01,0.02,0.01,0.01,0,0.01,0.02,0,0,0.01,0.24,0,0,0.03,0,0.06,0
"201602","20160222","1*0*0*4*2*0*7*0*0*0*",957357.3125,1955355,"29170",0,0.03,0,0,0.05,0,0,0,0.81,0.01,0,0.01,0,0.01,0,0.05,0,0.05,0.06,0.03,0.07,0,0,0
"201509","20150911","1*0*0*3*3*0*2*0*0*0*",958830.375,1954523,"30110",0,0,0,0,0.01,0,0.01,0.07,0,0,0.05,0.01,0,0.01,0.01,0,0,0.02,0.01,0.01,0.04,0,0,0.01
"201601","20160117","1*0*0*3*3*0*1*0*0*0*",957058.8125,1957745,"11230",0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.01,0.04,0,0,0,0,0.02,0,0.01,0.04,0,0
"201607","20160718","1*0*0*7*1*0*6*0*0*0*",961142.3125,1955818,"11215",0,0,0.01,0,0,0,0,0.01,0,0.1,0.01,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0
"201508","20150801","1*0*0*6*3*0*6*0*0*0*",960508.625,1957438,"11560",0.01,0,0.07,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0,0.08,0.01,0,0.03,0,0.03,0,0.01
"201604","20160402","1*0*0*1*2*0*7*0*0*0*",958585.375,1955046,"28140",0,0,0,0,0,0,0,0,0.04,0.01,0,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0.02,0,0
"201607","20160703","1*0*0*2*4*0*1*0*0*0*",958875.625,1957796,"11440",0,0,0.1,0,0,0,0,0,0,0.01,0.01,0.02,0,0,0.41,0.1,0.06,0.06,0.52,0.05,0.03,0,0,0
"201508","20150821","1*0*0*7*1*0*4*0*0*0*",959378.125,1955035,"41370",0.01,0,0,0,0,0,0,0.03,0,0.01,0.08,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0
"201509","20150916","1*0*0*2*3*0*0*0*0*0*",956861.625,1954420,"42190",0.02,0,0,0,0,0,0.04,0,0,0,0.01,0.04,0.05,0.07,0,3.82,0.03,0,0,0,1.51,0,0,0
"201508","20150818","1*0*0*7*3*0*9*0*0*0*",960167.3125,1957849,"11200",0,0,0,0,0,0.01,0,0.04,0.01,0.01,0.06,0.03,0.03,0,0,0,0,0.02,0.4,0,0,0.03,0,0
"201607","20160725","1*0*0*3*2*0*2*0*0*0*",954513.875,1954825,"48121",0.01,0.01,0,0,0,0,0.02,0,0,0.03,0.01,0,0.01,0.57,0.01,0.01,0.03,0,0,0,0.01,0.14,0.02,0.01
"201510","20151007","1*0*0*3*2*0*1*0*0*0*",957257.125,1957279,"42130",0.03,0.01,0,0,0,0,0,0,0,0.01,0.01,0.16,0,0.01,0.01,0,5.25,0,0.01,0,0.05,0,0,0
"201511","20151111","1*0*0*1*4*0*2*0*0*0*",956912.6875,1954936,"41113",0,0,0,0,0,0,0,0.01,0.01,0.06,0.11,0.05,0,0.03,0.02,0.01,0.01,0.07,0.03,0,0.12,0.01,0.02,0.09
"201508","20150804","1*0*0*1*1*0*9*0*0*0*",954707.625,1954734,"43730",0.01,0.02,0,0,0.01,0,0,0,0.01,0,0.1,0.01,0,0,0,0.01,0,0,0,0.01,0.02,0,0,0
"201603","20160319","1*0*0*1*2*0*2*0*0*0*",958781.125,1954372,"48890",0,0,0,0,0,0,0,0,0,0.12,0,0.01,0,0,0,0.78,0,0,0.02,0,0.28,0.02,0,0.12
"201512","20151206","1*0*0*8*3*0*1*0*0*0*",957993.3125,1954220,"27290",0.01,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.91,0,0.01,0,0,0.02,0.06,0.03,0.04,0,0
"201512","20151218","1*0*0*1*1*0*7*0*0*0*",957209.125,1954834,"43750",0,0,0,0,0,0,0.02,0,0,0.02,0.02,0.02,0.01,0,0,0,0.01,0,0.02,0.02,0.03,0.06,0,0.31
"201602","20160203","1*0*0*2*3*0*4*0*0*0*",959970.3125,1956767,"29170",0,0.59,1.08,0,0,0,0,0,0,0.11,0,0.01,0,0.03,0.27,0.01,0,0,0,0.07,0.01,0,0,0
"201509","20150925","1*0*0*3*3*0*3*0*0*0*",956812.375,1955398,"28710",0.04,0,0,0,0,0,0,0,0.01,0,0,0.06,0.01,0,0,0,0,0.2,0,6.12,0,0,0,0
"201605","20160526","1*0*0*1*1*0*3*0*0*0*",957155.3125,1958104,"41290",0.01,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0.01,0.16,0.01,0,0.03,0.31,0.01,0.01,0.01,0.15
"201512","20151212","1*0*0*1*1*0*7*0*0*0*",956470.8125,1957641,"11320",0,0,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0.99,0,0.02,0,0.26,0,0.01,0
"201607","20160728","1*0*0*1*2*0*5*0*0*0*",959964.8125,1957133,"28237",0,0,0,0.06,0,0,0,0.03,0,0.01,0,0.07,13.6,0,0,0.24,0.04,0,0.01,0.06,0,0.04,0,0
"201601","20160110","1*0*0*7*4*0*2*0*0*0*",955982.1875,1954885,"41195",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.04,0.06,0.01,0.03,0,0.1,0.13,0,0.03,0
"201602","20160225","1*0*0*3*4*0*6*0*0*0*",957749.375,1957028,"31200",0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.04,0,0,0.01,0,6.94,0.02,0.02,0.06
"201508","20150828","1*0*0*1*1*0*2*0*0*0*",955248.5,1954217,"43745",0,0.01,0.01,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.02,1.86,0,0.02,0,0.01,0
"201606","20160619","1*0*0*6*4*0*2*0*0*0*",961095.3125,1956770,"47170",0.07,0,0,0,0,0,0,0,0,0.01,0.01,0,0.06,0.01,0,0.15,0,0.02,0.01,0,0,0,0,0
"201607","20160705","1*0*0*2*1*0*9*0*0*0*",958632.875,1955345,"11140",0,0,0,0,0,0,0.01,0,0,0,0,1.86,0,0.03,0.01,0,0,0,0,0.01,0.02,0.02,0,0
"201602","20160223","1*0*0*3*1*0*5*0*0*0*",958487.3125,1953809,"44210",0,0,0,0,0,0,0.02,0.03,0.02,0,0.01,0.02,0.15,0,0.03,0,0.01,0,0.03,0,0,0.03,0.01,0.04
"201604","20160420","1*0*0*3*3*0*5*0*0*0*",960508.625,1958052,"27140",0.01,0,0.01,0,0,0,0,0.01,0.47,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.47
"201605","20160519","1*0*0*7*3*0*5*0*0*0*",957110.8125,1954320,"47113",0,0,0,0.01,0,0,0,0.1,0.01,0.09,0,0,0.04,0,0.01,0,0.03,0.01,0,0.04,0.02,0.09,0.02,0
"201606","20160619","1*0*0*8*1*0*9*0*0*0*",957259.8125,1955286,"48220",0,0,0,0,0.01,0,0.01,0,0.01,0.02,0.01,0.02,0.01,0,0,0.11,0,0,0.01,0.01,0.01,0.01,0,0.03
"201601","20160106","1*0*0*3*1*0*2*0*0*0*",960605.125,1955195,"42830",0.01,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0.01,0,0,0,0.09,0,0,0.07,0,0.01
"201510","20151022","1*0*0*4*2*0*2*0*0*0*",958682.6875,1957133,"45210",0.01,0.01,0.01,0,0,0,0.01,0.01,0.02,0.04,0,0.23,0.01,0.01,0.02,0.01,0.02,0,0,0.03,0,0.01,0.01,0.02
"201604","20160407","1*0*0*7*3*0*5*0*0*0*",956079.5,1955346,"41730",0.03,0,0,0,0,0,0,0,0,0.13,0.03,0.27,0.01,0,0,0.02,0.06,0.01,0,0.15,0.01,0,0,0.04
"201603","20160327","1*0*0*2*2*0*1*0*0*0*",956424.125,1958104,"41281",0,0,0.04,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.04,0.36,0,0.14,0.01,0.01,0.01,0.03,0
"201605","20160528","1*0*0*6*2*0*2*0*0*0*",956566.8125,1956822,"44800",0.07,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0.01,0,0.01,0.07,0,0.01,0.01,0,0,0.01,0
"201510","20151002","1*0*0*8*2*0*8*0*0*0*",959671.875,1954065,"44270",0,0.04,0,0,0,0,0.02,0,0,0.02,0.01,0.01,0,4.37,0,0,0.01,0.03,0,0.05,0.01,0.11,0,0
"201511","20151117","1*0*0*2*3*0*4*0*0*0*",958586.375,1957488,"42230",0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0.08,0.03,0.04,0,0,0.01,0.07,0,0,0
"201603","20160321","1*0*0*2*3*0*7*0*0*0*",957159.5,1955386,"46870",0,0.01,0,0,0,0,0,0,0,0,0.03,0.01,0.01,0.07,0,0.01,0,0,0.02,0.04,0,0,0,0.06
"201603","20160309","1*0*0*8*2*0*2*0*0*0*",958337.1875,1955089,"42810",0.11,0,0,0,0,0,0,0,0,0,0,0.15,0.06,0.02,0,0,0.05,0.01,0,0,0,0,0.04,0.01
"201605","20160524","1*0*0*1*1*0*8*0*0*0*",960314.6875,1954065,"30170",0,0,0.01,0,0,0.03,0,0,0.01,0.01,0.04,0.37,0.1,0,0,0.03,0.35,0.01,0.07,0,0,0.04,0,0
"201606","20160629","1*0*0*6*2*0*8*0*0*0*",960898.625,1954625,"42210",0,0,0,0,0,0,0.01,0,0,0.05,0.82,0.11,0.14,0,0.01,0.01,0,0,0.04,0,0.02,0.01,0,0.02
"201512","20151216","1*0*0*6*2*0*4*0*0*0*",957258.125,1955292,"48250",0,0.02,0.02,0,0.29,0,0,0,0,0,0.02,0,0,0,0.02,0,0.14,0,0.04,0.04,0,0.02,0,0
"201509","20150910","1*0*0*2*3*0*4*0*0*0*",955982.1875,1957080,"11305",0,0.02,0.01,0,0,0,0,0,0.56,0.01,0,0,0,0,0.02,0.01,0,0,0,0,0.01,0,0.05,0
"201606","20160603","1*0*0*7*3*0*8*0*0*0*",960947.125,1954627,"11290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.22,0.14,0,0.05,0,0.25,0,0.01
"201508","20150826","1*0*0*1*1*0*5*0*0*0*",957055.625,1954979,"48730",0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,5.68,0.01,0,0,0.04,0.01,0,0,0,0,0
"201606","20160609","1*0*0*8*3*0*1*0*0*0*",960899.8125,1955236,"47250",0,0,0,0,0,0.01,0,0,0.07,0,0,0.01,0.01,0.01,0.03,0.01,0.01,0,0.04,0,0,0.06,0,0
"201602","20160228","1*0*0*1*2*0*7*0*0*0*",960263.375,1957588,"48240",0,0,0,0,0,0,0.05,0.03,0.08,0.11,0.14,0.02,0.01,0,0,0.03,0.04,0,0,7.63,0,0,0.15,0
"201512","20151208","1*0*0*2*1*0*7*0*0*0*",959670.875,1955594,"48330",0.01,0,0,0,0.01,0,0,0.02,0.16,0.01,0.37,0.01,0,0.01,0,0.12,0.06,0,0,0,0,0.02,0.01,0
"201603","20160315","1*0*0*1*2*0*2*0*0*0*",954512.5,1954219,"30110",0.01,0,0,0,0.12,0,0,0.03,0,0.1,0,0.12,0.02,0.01,0.01,0.03,0,0,0.01,0.01,0,0.01,0.02,0
"201605","20160513","1*0*0*3*1*0*2*0*0*0*",957794.8125,1954014,"44825",0,0.16,0,0,0,0.01,0,0,0,0.01,0,0.04,0.01,0.01,0,0.01,0.06,0.02,0,0.01,0,0.02,0,0
"201512","20151226","1*0*0*3*3*0*4*0*0*0*",956129.625,1957281,"42130",0.01,0,0,0,0,0,0,0,0,0,0,0,0.31,0.3,0,0.01,0.04,0.03,0,0,0,0.18,0.07,0
"201604","20160428","1*0*0*2*3*7*1*0*0*0*",954608.875,1957535,"41197",0,0.01,0,0,0,0,0,0.01,0.02,0.18,0.04,0,0.03,0.03,0,0,0.02,0.01,0.01,0.02,0.01,0,0,0.1
"201510","20151006","1*0*0*1*3*0*2*0*0*0*",959916.375,1955147,"11560",0,0,0,0,0,0,0,0,0,0,0,0.01,0.49,0,0.01,0,0.32,0.02,0,0,0,0,0.03,0.01
"201512","20151201","1*0*0*2*1*0*3*0*0*0*",959968.8125,1955190,"30170",0,0,0,0,0,0,0.03,0.02,0,0.05,0,0,0.01,0,0.03,0.01,0.01,0,0.08,0,0.05,0.04,0.01,0
"201510","20151021","1*0*0*1*2*0*3*0*0*0*",960700.3125,1953653,"43150",0,0.01,0,0,0,0.01,0,0,0,0,0,0.65,0.01,0.03,0.05,0.05,1.79,0.05,0.03,0,0.02,0,0.01,0.03
"201511","20151107","1*0*0*8*1*0*4*0*0*0*",956131.8125,1956870,"29155",0,0.01,0,0,0,0,0.21,0,0,0,0.05,0.03,0.3,0,0,0.01,0.01,0,0.02,0.01,0.35,0,0,0.03
"201508","20150815","1*0*0*8*1*0*6*0*0*0*",960159.6875,1957279,"26290",0.02,0,0,0,0,0.01,0,0,0,0,0.01,0.06,0.04,0.01,0.04,0.03,0.05,0,0,0,0.02,0.05,0.03,0
"201511","20151122","1*0*0*1*2*0*7*0*0*0*",960410.3125,1954734,"11305",0,0.01,0.01,0,0.01,0,0,0.09,0,0.01,0.01,0,0.05,0.01,0.02,0.39,0,0.08,0.01,0.24,0,0.02,0,0
"201603","20160321","1*0*0*4*2*0*2*0*0*0*",956032,1955338,"41133",0,0,0,0.07,0,0,0,0,0.02,0.21,0,0,0.04,0.03,0.15,0,0.05,0.01,0.02,0.02,0,0.01,0.01,0
"201606","20160607","1*0*0*1*1*0*7*0*0*0*",957553.8125,1957079,"28140",0,0.04,0,0,0,0,0,0,0,0.01,0.03,0.16,0,0,0,0.02,0.04,0.05,0.02,0.01,0.33,0,0,0.01
"201607","20160727","1*0*0*3*4*0*7*0*0*0*",960155.8125,1957434,"42150",0,0,0,0,0,0,0.01,0,0.28,0.01,0,0.01,0,0,0.75,0.01,0.01,0,0,0.02,0,0,0,0
"201605","20160531","1*0*0*1*1*0*4*0*0*0*",957993.875,1955199,"47113",0,0.01,0,0,0,0,0,0,0.03,0.01,0.03,0.14,0.04,0.02,0.01,0,0.01,0.01,0.01,0.15,0.01,0,0,0.02
"201607","20160707","1*0*0*1*4*3*1*0*0*0*",956568.625,1957641,"45113",0,0,0,0,0,0,0,0.05,0,0.02,0,0.85,0.1,0.03,0,0,0,0,0.07,0.02,0.01,0,0,0
"201508","20150812","1*0*0*3*2*0*3*0*0*0*",957157.875,1954375,"11500",0.03,0,0.01,0,0,0,0.02,0,0,0.01,0.01,0.06,0,0,0.01,0.02,0,0,0.01,0.01,0.01,0.02,0,0
"201601","20160101","1*0*0*6*4*0*2*0*0*0*",956815.875,1957485,"41113",0,0.01,0.06,0,0,0.01,0.01,0,0.01,0,0,0.29,0,0.03,0,0,0.04,9.15,0.06,0,0.01,0,0,0.22
"201605","20160518","1*0*0*7*3*0*5*0*0*0*",956958.3125,1954525,"46170",0,0,0,0,0,0,0,0,0.03,0,0,0,0.08,0.02,0,0,0,0.01,0,0.01,0,0.01,0,0
"201605","20160517","1*0*0*4*1*0*6*0*0*0*",955640.8125,1954837,"26410",0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.01,0.01,0,0,0.01,0,0,0.04,0.03,0,0,0
"201510","20151008","1*0*0*6*4*0*1*0*0*0*",960057.875,1954993,"48870",0,0,0,0,0.04,0,0,0.01,0.02,0.01,0.01,0,0,0,0,0.01,0.03,0.05,0.19,0.03,0.68,0.38,0.02,0
"201508","20150806","1*0*0*8*1*0*7*0*0*0*",956031.5,1955750,"41133",0.04,0.08,0,0,0,0,0.14,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0.03,0.04,0.02,0,0.01,0
"201508","20150813","1*0*0*8*2*0*2*0*0*0*",960651.5,1954780,"41210",0.02,0,0,0,0,0,0,0.01,0.02,0,0.06,0,0,0.02,0.11,0.01,0.03,0.01,0.22,0,0.03,0.01,0,0.01
"201603","20160302","1*0*0*3*4*0*5*0*0*0*",956815.875,1957432,"30170",0.05,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,1.1,0.01,0.03,0.06,0,0.06,0.04,0.03,0
"201604","20160401","1*0*0*4*2*0*2*0*0*0*",957406.875,1955249,"41630",0,0,0.2,0,0,0,0,0.08,0,0,0,0.03,0,0,0,0.01,0,0.01,0,0.03,0.01,0.01,0.09,0.02
"201601","20160128","1*0*0*8*2*0*3*0*0*0*",958685.625,1955150,"30230",0,0,0.01,0,0.01,0,0,0,0,0,1.1,0.02,0.04,0.01,0,0.01,0.03,0,0.01,0.03,0,0.01,0.01,0.01
"201508","20150806","1*0*0*8*1*0*1*0*0*0*",960113.1875,1955649,"45710",0,0,0,0,0,0,0,0,0,0,0.04,0.96,0.21,0,0,0,0,0,0,0,0.01,0.03,0.02,0
"201509","20150912","1*0*0*1*1*0*5*0*0*0*",960055.6875,1954837,"48270",0,0,0,0.03,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0.03,0.02,0.01,0.06,0.55,0.07,0,0,0.02
"201508","20150827","1*0*0*4*2*0*2*0*0*0*",960160.375,1957641,"27290",0.01,0,0,0,0,0,0.02,0,0.02,0.04,0.28,0.02,0,0,0,0.01,0,0.01,0,0,0,0.03,0.02,0
"201607","20160707","1*0*0*8*3*0*1*0*0*0*",961142.3125,1954888,"41285",0,0,0,0,0,0,0.09,0,0,0,0,0.02,0,0.59,0.01,0.04,0,0,0.02,0.01,0,0,0,0
"201605","20160516","1*0*0*4*2*0*2*0*0*0*",957553.8125,1954319,"11260",0.03,0,0,0,0,0.02,0,0,0.01,0.03,0.08,0,0,0.02,0,0.02,0.01,0.01,0,0,0,0,0,0.01
"201601","20160118","1*0*0*6*4*0*7*0*0*0*",957112.375,1957337,"47820",0,0.04,0,0,0,0,0.55,0.03,0.08,0.1,0,0,0.2,0.38,0.04,0.02,0.02,0.34,0.68,0.01,0.01,0.1,0.01,0.01
"201512","20151218","1*0*0*8*2*0*1*0*0*0*",959970.5,1954677,"11380",0,0,0.15,0,0,0,0,0,0.02,0.01,0.03,0.02,0.01,0,0.01,0,0.02,0.03,0.03,0.01,0.13,0.03,0.01,0.07
"201601","20160126","1*0*0*3*4*0*7*0*0*0*",961044.875,1956109,"42750",0,0,0,0,0,0,0,0.31,0,2.92,0,0,0,6.45,0.53,0,0.01,0.01,0.04,0,0,0.1,0,0
"201604","20160410","1*0*0*1*4*3*2*0*0*0*",959819.875,1954941,"11740",0.08,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0,0.01,0.02,0.15,0.03,0,0.05,0,0,0,0,0
"201606","20160625","1*0*0*1*1*0*5*0*0*0*",960409.8125,1956922,"42820",0,0,0,0,0,0,0,0,0,0.16,0.08,0,0.01,0,0.02,0.13,0,0.03,0.05,0,0.01,0.07,0.05,0
"201508","20150828","1*0*0*2*2*0*1*0*0*0*",957503.625,1957280,"42790",0,0,0.01,0,0,0,0.03,0,0.02,0,0.01,0.01,0.03,1.2,0,0.02,0.04,0.02,0,0,0.01,0,0,0
"201602","20160222","1*0*0*1*2*0*5*0*0*0*",960311.3125,1955904,"42130",0,0,0,0,0,0,0,0.01,0,0,0.01,0.24,0.01,0.1,0,0,0,0.01,0.03,0,0,0.01,0,0
"201602","20160211","1*0*0*6*2*0*2*0*0*0*",956516.125,1955191,"42210",0.01,0,0,0,0,0,0.01,0.01,0,0.03,1.16,0.04,0,0.01,0.12,0,0.01,0,0.11,0.01,0.07,0,0.01,0
"201604","20160422","1*0*0*6*2*0*0*0*0*0*",959920.6875,1957175,"11410",0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.1,0.03,0.11,0.03,0.09,0,0,0.06,0,0.34,0,0.02
"201509","20150910","1*0*0*6*3*0*5*0*0*0*",956712.3125,1955443,"41210",0,0,0.14,0.01,0,0,0.03,0.01,0,0.06,0,0.06,0.02,0.01,0,0.01,0.04,0,0.04,0,0.01,0,0,0.2
"201509","20150909","1*0*0*1*2*0*7*0*0*0*",957304.625,1956204,"42210",0,0,0.01,0,0,0,0,0,0,0,0.08,0.04,0,0,0.03,0.02,0.1,0,0,1.72,0.08,0.02,0,0
"201510","20151014","1*0*0*8*2*0*2*0*0*0*",955541.375,1956925,"26110",0.01,0.01,0,0,0,0,0,0,0,0.01,0.25,0.21,1.92,0.01,0.01,0,0,0.01,0.01,0,0,0.04,0,0.03
"201606","20160611","1*0*0*2*3*0*4*0*0*0*",958489.375,1957277,"46130",0,0,0,0,0,0,0,0.01,0.03,0.01,0,0.01,0.01,0,0.02,0.01,0.01,0,0,0,3.06,0.01,0.02,0.01
"201606","20160611","1*0*0*4*2*0*0*0*0*0*",957058.3125,1957281,"46840",0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0,0.01,0,0.01,0.8,0,0,0.01,0.01,0,0.01
"201606","20160610","1*0*0*2*1*0*7*0*0*0*",960212.875,1955899,"41360",0,0,0,0,0,0,0.01,0,0.02,0.17,0,0.05,1.38,0,0.05,0,0.08,0,0.04,0.01,0.01,0,0,0.01
"201512","20151211","1*0*0*3*4*0*7*0*0*0*",957257.875,1953551,"43130",0,0,0,0,0,0,0,0.07,0.02,0,0,0.01,0.01,0,0,0.01,0,0.06,0.01,0.01,0,0.01,0.02,0
"201508","20150821","1*0*0*1*1*0*7*0*0*0*",960258,1957694,"43111",0,0.05,0.01,0,0,0,0,0,0,0,0.03,0.01,0,0,0.04,0.01,0.23,0,0,0.27,0.02,0,0,0.04
"201605","20160518","1*0*0*2*3*0*7*0*0*0*",957600.375,1955596,"26260",0.01,0,0.01,0.01,0,0.01,0.01,0,0,0.07,0.01,0,0.04,0,0.22,0,0.06,0.01,0.31,0.08,0,0.01,2.68,0
"201606","20160603","1*0*0*1*1*0*5*0*0*0*",958290.375,1955043,"41550",0,0,0.03,0.01,0,0,0,0.01,0.04,0,0.02,0,0,0.01,0.03,0,0.06,0.01,0.01,0,0.01,0,0,0.02
"201605","20160517","1*0*0*4*1*0*7*0*0*0*",958924.625,1956257,"41610",0,0.01,0,0,0,0,0.01,0.02,0,0.01,0,0,0.01,0,0,0.01,0.02,0.02,0.01,0.07,0,0,0,0.01
"201511","20151129","1*0*0*3*4*0*7*0*0*0*",955006.3125,1956923,"11410",0,0,0,0.5,0,0.03,0,0.01,0,0,0.01,0,0.02,0,0,0.01,0,0,0.01,0,0,0.02,0,0
"201601","20160119","1*0*0*6*3*0*5*0*0*0*",956616.8125,1957898,"29170",0.01,0,0.01,0,0,0,0.03,0,0,0.02,0.02,0.01,0.01,0.01,0,0,0,0.37,0.15,0,0,0.1,0.27,0
"201510","20151015","1*0*0*3*1*0*5*0*0*0*",958389.3125,1957028,"41111",0.02,0,0,0.05,0,0.01,0,0,0,0,0.01,0.01,0.02,0.05,0.01,0,0.01,0,0,0,0,0.01,0,0.01
"201603","20160311","1*0*0*8*2*0*8*0*0*0*",956663.5,1955085,"11200",0,0,0,0,0,0,0.04,0.01,0,0,3.69,0.05,0.01,0.02,0.05,0.06,0.1,0,0.01,0.01,0.03,0,0.02,0
"201511","20151126","1*0*0*3*4*0*5*0*0*0*",956424.125,1954632,"46800",0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0.09,0.11,0,0.01,0.02,0.04,0,0,0.08,0.04,0,0
"201602","20160213","1*0*0*2*3*0*4*0*0*0*",960898.125,1954983,"11410",0,0,0,0.18,0,0,0.01,0,0,0.01,0.01,0.04,0.02,0,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0
"201511","20151108","1*0*0*3*1*0*5*0*0*0*",956664.3125,1954829,"41463",0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0.08,0.03,0,0,0.01,0,0.02,0
"201512","20151202","1*0*0*6*4*0*2*0*0*0*",957256.625,1957589,"30140",0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.11,0.02,0,0.01,0.04,0,0,0.09,0.01,0,0,0,0
"201606","20160624","1*0*0*1*3*0*3*0*0*0*",958635.5,1954980,"46170",0,0,0,0,0,0,0,0.01,0,0.04,0.01,0,0.01,0.12,0.03,0,0,0,0,0,0,0,0,0
"201601","20160125","1*0*0*2*4*0*1*0*0*0*",959615.3125,1953755,"46810",0,0,0.01,0,0,0,0.04,0.01,0.01,0,0,0,0.15,0,0,0,0,0.01,0.03,0.01,0,0,0.09,0.01
"201511","20151114","1*0*0*8*2*0*3*0*0*0*",960211.1875,1957743,"31140",0,0,0,0,0.08,0,0,0,0,0.24,0.03,0.13,0,0,0,0.13,0.03,0.04,0,0,0,0,0.01,0
"201510","20151009","1*0*0*6*3*0*3*0*0*0*",960458,1954472,"26530",0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0.04,0,0,0,0,0,0.47,0.07,0.02,0,0,0
"201607","20160718","1*0*0*7*1*0*6*0*0*0*",956571.875,1955396,"47113",0.12,0.01,0.03,0,0,0,0,0,0,0.01,0.01,0,0.05,0.06,0,0,0.02,0.05,0.03,0,0.01,0.02,0.11,0.02
"201603","20160309","1*0*0*8*3*0*5*0*0*0*",960155,1955253,"44210",0,0,0,0,0,0,0,0,0,0.01,0.17,0,0.05,0.06,0.1,0.02,0.02,0.02,0.75,0.03,0.02,0.01,0,0.23
"201606","20160626","1*0*0*7*2*0*6*0*0*0*",957700.125,1956821,"41171",0,0,0,0,0,0,0,0.01,0.01,0.08,0,0,0,0.02,0.03,0.09,0,0.09,0.07,0.01,0.59,0,0,0.03
"201512","20151217","1*0*0*8*2*0*1*0*0*0*",955836.125,1957231,"48330",0.04,0.01,0,0,0,0,0,0.05,0,0.02,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0.08,0.01,0,0.01
